@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_micro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75171,1.0,78,0.1672216056233814,ok
75128,1.0,79,0.02218114602587795,ok
75096,1.0,80,0.3974640209074891,ok
75250,1.0,81,0.34347287891393896,ok
75146,1.0,82,0.12210711924178974,ok
75116,1.0,83,0.00982318271119842,ok
75157,1.0,84,0.4192200557103064,ok
75187,1.0,85,0.027846027846027854,ok
2350,1.0,86,0.3744580607974338,ok
242,1.0,87,0.01666666666666672,ok
244,1.0,88,0.1106060606060606,ok
75125,1.0,89,0.03536345776031424,ok
75185,1.0,90,0.12816966343937297,ok
75163,1.0,91,0.060374149659863985,ok
75177,1.0,92,0.019292604501607746,ok
75189,1.0,93,0.019401337253296624,ok
75244,1.0,94,0.06339958875942431,ok
75219,1.0,95,0.08375480477442854,ok
75222,1.0,96,0.04524886877828049,ok
75159,1.0,97,0.06849315068493156,ok
75175,1.0,98,0.1170165908089853,ok
75109,1.0,99,0.34315531000613875,ok
254,1.0,100,0.0,ok
75105,1.0,101,0.018121212121212094,ok
75106,1.0,102,0.07212121212121225,ok
75212,1.0,103,0.27738927738927743,ok
75099,1.0,104,0.12374100719424463,ok
75248,1.0,105,0.10040485829959511,ok
233,1.0,106,0.015180265654648917,ok
75235,1.0,107,0.0016666666666667052,ok
75226,1.0,108,0.004259202920596339,ok
75132,1.0,109,0.051244509516837455,ok
75127,1.0,110,0.3345075170228544,ok
251,1.0,111,0.02631578947368418,ok
75161,1.0,112,0.08280680889021041,ok
75143,1.0,113,0.010471204188481686,ok
75114,1.0,114,0.023575638506876273,ok
75182,1.0,115,0.1081404628890662,ok
75112,1.0,116,0.12061822817080947,ok
75210,1.0,117,0.0,ok
75205,1.0,118,0.18110236220472442,ok
75090,1.0,119,0.10139860139860135,ok
275,1.0,120,0.03612167300380231,ok
288,1.0,121,0.14363636363636367,ok
75092,1.0,122,0.0935550935550935,ok
3043,1.0,123,0.020096463022508004,ok
75249,1.0,124,0.004823151125401881,ok
75126,1.0,125,0.04911591355599221,ok
75225,1.0,126,0.04904306220095689,ok
75141,1.0,127,0.05808361080281166,ok
75107,1.0,128,0.053212121212121266,ok
75097,1.0,129,0.05835568297419769,ok
% 
% 
% 
