@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC

@DATA
75201,1.0,1e-05,1e-05,2e-05,1e-05,0.08652,0.01257,0.00064,0.07448,0.00066,0.00077,0.0,0.00048,0.00048,0.00096,0.00101,0.00128,1e-05,0.00133,1e-05,0.00039,1e-05,0.0,8e-05,0.0002,0.0001,0.00295,0.00067,0.00073,0.00068,0.00086,0.00367,0.00073,0.00077,0.00083,0.00133
75105,1.0,1e-05,1e-05,1e-05,1e-05,0.03932,0.02356,2e-05,0.00703,3e-05,0.00879,0.0,2e-05,2e-05,5e-05,7e-05,4e-05,1e-05,8e-05,2e-05,0.00068,1e-05,0.0,0.00013,0.00043,0.00011,0.00078,0.00017,0.00014,0.00014,0.00033,0.00075,9e-05,0.00014,0.00012,0.0004
75126,1.0,1e-05,1e-05,2e-05,1e-05,0.03892,0.01325,0.00063,0.01475,0.00076,0.01232,0.0,0.00042,0.00043,0.00084,0.00089,0.00118,1e-05,0.00127,1e-05,0.00043,1e-05,0.0,8e-05,0.00023,0.00011,0.00432,0.0009,0.00099,0.00105,0.00138,0.0029,0.00058,0.00065,0.00069,0.00099
75139,1.0,1e-05,0.0,1e-05,1e-05,0.00684,0.00558,1e-05,0.00067,1e-05,0.00061,0.0,2e-05,1e-05,4e-05,5e-05,3e-05,1e-05,4e-05,1e-05,0.00057,0.0,0.0,0.00014,0.00033,9e-05,0.00053,7e-05,0.00011,0.0001,0.00025,0.00056,7e-05,0.00011,0.0001,0.00028
75239,1.0,3e-05,3e-05,1e-05,1e-05,0.00162,0.00129,1e-05,0.00024,2e-05,0.00013,1e-05,4e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00064,1e-05,1e-05,0.00014,0.00034,0.00015,0.00037,7e-05,7e-05,8e-05,0.00015,0.00045,6e-05,0.0001,8e-05,0.0002
75116,1.0,1e-05,0.0,2e-05,1e-05,0.04115,0.01402,0.00054,0.01537,0.00056,0.01287,0.0,0.00045,0.00046,0.00091,0.00097,0.00104,1e-05,0.00111,1e-05,0.00052,0.0,0.0,0.00013,0.00029,9e-05,0.00348,0.00077,0.00079,0.00088,0.00104,0.003,0.00067,0.00068,0.00071,0.00094
75182,1.0,1e-05,1e-05,2e-05,1e-05,0.01314,0.01199,1e-05,0.00087,1e-05,0.0003,1e-05,2e-05,2e-05,6e-05,8e-05,2e-05,1e-05,6e-05,2e-05,0.00061,1e-05,1e-05,0.00014,0.00033,0.00013,0.00063,0.00014,9e-05,0.00015,0.00025,0.00069,0.00013,0.00011,0.00018,0.00028
75093,1.0,1e-05,1e-05,1e-05,1e-05,0.00675,0.00579,1e-05,0.00062,2e-05,0.00038,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.0006,1e-05,1e-05,0.00014,0.00032,0.00013,0.0004,6e-05,8e-05,8e-05,0.00018,0.00049,6e-05,0.00011,9e-05,0.00024
75202,1.0,1e-05,1e-05,1e-05,1e-05,0.02992,0.00687,0.00021,0.02314,0.00021,0.00035,0.0,0.00016,0.00016,0.00033,0.00036,0.0004,1e-05,0.00045,1e-05,0.00046,1e-05,0.0,8e-05,0.00026,0.0001,0.0014,0.00029,0.0003,0.00032,0.00049,0.00144,0.00027,0.00029,0.00034,0.00054
75133,1.0,1e-05,1e-05,1e-05,1e-05,0.00489,0.00406,1e-05,0.00051,1e-05,0.00036,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00065,1e-05,0.0,0.00016,0.00038,0.0001,0.00039,6e-05,9e-05,8e-05,0.00016,0.00045,6e-05,0.00011,9e-05,0.0002
258,1.0,1e-05,1e-05,1e-05,1e-05,0.00387,0.00293,1e-05,0.00053,2e-05,0.00045,0.0,2e-05,2e-05,5e-05,7e-05,3e-05,1e-05,6e-05,1e-05,0.00051,1e-05,0.0,0.00011,0.00028,0.00011,0.00042,6e-05,7e-05,8e-05,0.00021,0.00045,6e-05,9e-05,9e-05,0.00021
75121,1.0,1e-05,1e-05,2e-05,1e-05,0.0415,0.0148,0.00067,0.01496,0.00077,0.01322,4e-05,0.00053,0.00054,0.00102,0.00104,0.00131,1e-05,0.0014,6e-05,0.00057,1e-05,1e-05,0.00016,0.00025,0.00014,0.00415,0.00086,0.00094,0.00099,0.00135,0.00286,0.00062,0.00065,0.00071,0.00089
75095,1.0,1e-05,1e-05,1e-05,1e-05,0.00203,0.00179,1e-05,0.00019,1e-05,8e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,4e-05,1e-05,0.00039,1e-05,0.0,9e-05,0.0002,9e-05,0.00037,5e-05,7e-05,8e-05,0.00017,0.00041,6e-05,9e-05,8e-05,0.00018
75115,1.0,1e-05,1e-05,2e-05,1e-05,0.03892,0.01318,0.00056,0.01437,0.00058,0.01252,0.0,0.00042,0.00042,0.00085,0.00087,0.001,1e-05,0.00111,1e-05,0.00036,1e-05,0.0,8e-05,0.00019,8e-05,0.0039,0.00081,0.00088,0.00095,0.00125,0.00293,0.00065,0.00067,0.00072,0.00089
75222,1.0,1e-05,1e-05,1e-05,1e-05,0.00109,0.00085,1e-05,0.00016,1e-05,0.0001,1e-05,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00074,1e-05,1e-05,0.00021,0.00041,0.00011,0.00049,6e-05,7e-05,0.00012,0.00024,0.00048,6e-05,0.0001,9e-05,0.00022
4769,1.0,1e-05,1e-05,2e-05,1e-05,0.01078,0.00875,1e-05,0.00115,2e-05,0.00092,0.0,2e-05,2e-05,6e-05,0.0001,3e-05,1e-05,7e-05,2e-05,0.00066,1e-05,0.0,0.00012,0.00037,0.00016,0.00037,6e-05,7e-05,8e-05,0.00017,0.00054,9e-05,0.00013,0.00011,0.00021
2280,1.0,1e-05,1e-05,2e-05,1e-05,0.00727,0.00659,1e-05,0.00055,3e-05,0.00017,1e-05,3e-05,3e-05,6e-05,9e-05,3e-05,1e-05,7e-05,2e-05,0.00075,1e-05,1e-05,0.00015,0.00041,0.00018,0.00039,6e-05,8e-05,8e-05,0.00017,0.00046,7e-05,0.0001,9e-05,0.0002
2307,1.0,1e-05,1e-05,2e-05,1e-05,0.01332,0.01177,1e-05,0.00103,2e-05,0.00056,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,8e-05,3e-05,0.00068,1e-05,1e-05,0.00013,0.00037,0.00018,0.00038,6e-05,6e-05,9e-05,0.00017,0.0005,7e-05,0.00011,0.0001,0.00022
5024,1.0,1e-05,1e-05,1e-05,1e-05,0.00059,0.0005,1e-05,8e-05,1e-05,3e-05,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00073,1e-05,0.0,0.00017,0.00043,0.00012,0.00047,5e-05,6e-05,0.00012,0.00024,0.00044,7e-05,0.0001,8e-05,0.00018
4892,1.0,1e-05,1e-05,1e-05,1e-05,0.00448,0.00384,1e-05,0.00044,1e-05,0.00023,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,5e-05,1e-05,0.00059,1e-05,0.0,0.0001,0.0003,0.00017,0.00035,6e-05,6e-05,8e-05,0.00016,0.00046,8e-05,0.0001,9e-05,0.00018
2306,1.0,1e-05,1e-05,1e-05,1e-05,0.02606,0.02323,1e-05,0.00215,1e-05,0.00072,0.0,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,6e-05,2e-05,0.00067,1e-05,1e-05,0.00012,0.00039,0.00015,0.00036,5e-05,6e-05,7e-05,0.00018,0.00044,7e-05,9e-05,8e-05,0.00021
2288,1.0,1e-05,1e-05,1e-05,1e-05,0.00609,0.00513,1e-05,0.00049,1e-05,0.00051,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,8e-05,4e-05,0.00062,3e-05,0.0,0.00011,0.00033,0.00015,0.00037,7e-05,6e-05,8e-05,0.00016,0.00045,7e-05,0.0001,9e-05,0.00018
4779,1.0,1e-05,1e-05,1e-05,1e-05,0.00532,0.00318,2e-05,0.00107,2e-05,0.00111,0.0,2e-05,2e-05,6e-05,7e-05,5e-05,2e-05,9e-05,3e-05,0.00054,1e-05,0.0,9e-05,0.00031,0.00013,0.00041,8e-05,7e-05,9e-05,0.00017,0.00053,8e-05,0.00011,0.0001,0.00023
2309,1.0,1e-05,1e-05,1e-05,1e-05,0.01636,0.01471,1e-05,0.00126,1e-05,0.00042,1e-05,3e-05,2e-05,6e-05,8e-05,3e-05,1e-05,7e-05,2e-05,0.00076,1e-05,1e-05,0.00014,0.00043,0.00018,0.00035,5e-05,6e-05,9e-05,0.00015,0.00043,7e-05,9e-05,8e-05,0.00019
2292,1.0,1e-05,1e-05,1e-05,1e-05,0.01201,0.0096,1e-05,0.00131,2e-05,0.00113,1e-05,2e-05,2e-05,5e-05,9e-05,3e-05,1e-05,8e-05,2e-05,0.0007,1e-05,0.0,0.00012,0.00042,0.00015,0.00041,6e-05,7e-05,8e-05,0.0002,0.00051,8e-05,0.0001,0.0001,0.00023
4883,1.0,1e-05,1e-05,2e-05,1e-05,0.00704,0.00629,1e-05,0.00057,2e-05,0.00022,1e-05,3e-05,2e-05,6e-05,9e-05,3e-05,1e-05,7e-05,2e-05,0.00071,1e-05,1e-05,0.00014,0.00038,0.00018,0.0004,6e-05,8e-05,8e-05,0.00018,0.0005,8e-05,0.0001,0.0001,0.00022
4772,1.0,1e-05,1e-05,2e-05,1e-05,0.00746,0.00632,1e-05,0.00067,2e-05,0.00051,1e-05,3e-05,2e-05,6e-05,0.00011,3e-05,1e-05,7e-05,2e-05,0.00067,1e-05,1e-05,0.00013,0.00038,0.00015,0.00038,6e-05,6e-05,0.0001,0.00016,0.00048,9e-05,0.0001,8e-05,0.00021
4796,1.0,1e-05,1e-05,1e-05,1e-05,0.01214,0.00699,2e-05,0.0024,3e-05,0.00281,0.0,4e-05,3e-05,6e-05,8e-05,5e-05,1e-05,8e-05,1e-05,0.00056,1e-05,0.0,9e-05,0.00033,0.00013,0.00052,8e-05,9e-05,0.00011,0.00023,0.00052,9e-05,0.0001,0.0001,0.00023
2313,1.0,1e-05,1e-05,2e-05,1e-05,0.00704,0.00634,1e-05,0.00056,2e-05,0.00017,1e-05,3e-05,3e-05,6e-05,9e-05,3e-05,1e-05,7e-05,2e-05,0.00077,1e-05,1e-05,0.00017,0.00042,0.00018,0.00037,6e-05,6e-05,8e-05,0.00017,0.0005,8e-05,0.00013,0.0001,0.00019
4790,1.0,1e-05,1e-05,1e-05,1e-05,0.01186,0.00674,2e-05,0.00248,3e-05,0.00269,0.0,3e-05,3e-05,6e-05,8e-05,4e-05,1e-05,8e-05,1e-05,0.00051,1e-05,0.0,9e-05,0.00027,0.00013,0.00043,7e-05,8e-05,9e-05,0.00019,0.00059,0.00012,0.00013,0.00011,0.00022
2315,1.0,1e-05,1e-05,2e-05,1e-05,0.0074,0.00655,1e-05,0.00065,2e-05,0.00023,1e-05,3e-05,3e-05,7e-05,9e-05,3e-05,1e-05,0.0001,3e-05,0.00081,1e-05,1e-05,0.00015,0.00044,0.0002,0.00039,6e-05,8e-05,8e-05,0.00017,0.00048,7e-05,0.00011,9e-05,0.0002
4893,1.0,1e-05,1e-05,1e-05,1e-05,0.01167,0.01034,1e-05,0.00087,1e-05,0.00048,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,6e-05,2e-05,0.00049,1e-05,0.0,0.00011,0.00026,0.00012,0.00038,6e-05,6e-05,8e-05,0.00017,0.00054,9e-05,0.00014,0.0001,0.0002
4885,1.0,1e-05,1e-05,2e-05,1e-05,0.02814,0.02531,1e-05,0.00214,1e-05,0.00072,0.0,2e-05,2e-05,5e-05,0.0001,2e-05,1e-05,7e-05,2e-05,0.00069,1e-05,1e-05,0.00012,0.00039,0.00017,0.00041,6e-05,9e-05,8e-05,0.00018,0.00048,7e-05,0.00011,9e-05,0.00022
4774,1.0,1e-05,1e-05,1e-05,1e-05,0.02211,0.01984,1e-05,0.00173,1e-05,0.00057,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,7e-05,2e-05,0.00048,1e-05,0.0,0.0001,0.00025,0.00012,0.0004,6e-05,8e-05,8e-05,0.00018,0.00053,0.0001,0.00012,8e-05,0.00021
2300,1.0,1e-05,1e-05,1e-05,1e-05,0.00178,0.00161,1e-05,0.00016,1e-05,4e-05,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,2e-05,0.00066,1e-05,1e-05,0.00013,0.00036,0.00015,0.00045,6e-05,7e-05,0.0001,0.00022,0.00053,9e-05,0.00013,0.0001,0.0002
4881,1.0,1e-05,1e-05,2e-05,1e-05,0.00684,0.00574,1e-05,0.00064,2e-05,0.00049,1e-05,2e-05,2e-05,5e-05,0.00012,3e-05,1e-05,9e-05,4e-05,0.00071,1e-05,0.0,0.00013,0.00039,0.00017,0.00035,6e-05,6e-05,8e-05,0.00016,0.00047,0.0001,0.00011,9e-05,0.00018
2289,1.0,1e-05,1e-05,2e-05,1e-05,0.00839,0.00768,1e-05,0.0006,2e-05,0.00015,1e-05,3e-05,3e-05,7e-05,9e-05,3e-05,1e-05,7e-05,2e-05,0.00076,1e-05,1e-05,0.00015,0.00043,0.00017,0.00036,5e-05,6e-05,7e-05,0.00018,0.00042,7e-05,0.0001,9e-05,0.00017
5022,1.0,1e-05,1e-05,1e-05,1e-05,0.00101,0.00082,1e-05,0.00017,2e-05,5e-05,1e-05,3e-05,2e-05,6e-05,9e-05,3e-05,1e-05,8e-05,2e-05,0.00069,1e-05,1e-05,0.00014,0.00038,0.00016,0.00038,6e-05,6e-05,8e-05,0.00018,0.00048,8e-05,0.00011,9e-05,0.00019
4835,1.0,1e-05,1e-05,1e-05,1e-05,0.0017,0.00151,1e-05,0.00015,1e-05,6e-05,0.0,2e-05,1e-05,4e-05,5e-05,2e-05,1e-05,5e-05,1e-05,0.00051,1e-05,0.0,9e-05,0.0003,0.00011,0.0005,6e-05,8e-05,0.00013,0.00024,0.00041,6e-05,9e-05,8e-05,0.00018
4768,1.0,2e-05,1e-05,2e-05,1e-05,0.00905,0.008,2e-05,0.00083,3e-05,0.00027,1e-05,4e-05,4e-05,0.0001,0.00021,5e-05,1e-05,0.00014,8e-05,0.0522,3e-05,1e-05,0.01664,0.03535,0.00017,0.00035,5e-05,6e-05,8e-05,0.00015,0.00046,7e-05,0.0001,0.0001,0.0002
