@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC

@DATA
75230,1.0,1e-05,1e-05,0.00017,1e-05,1e-05,0.00159,0.00114,1e-05,0.00032,2e-05,0.00017,1e-05,3e-05,2e-05,6e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00027,6e-05,1e-05,6e-05,0.00013,0.00076,0.0,0.0,0.00017,0.00046,0.00012,0.00051,7e-05,8e-05,0.00015,0.00021,0.00046,6e-05,9e-05,0.00011,0.0002,0.00084,0.02225
75222,1.0,1e-05,1e-05,0.00012,1e-05,1e-05,0.00095,0.00074,1e-05,0.00017,1e-05,6e-05,1e-05,2e-05,2e-05,5e-05,9e-05,3e-05,1e-05,5e-05,1e-05,0.00021,6e-05,1e-05,4e-05,0.00011,0.00057,0.0,0.0,0.00013,0.00031,0.00013,0.00089,0.00015,0.00013,0.00023,0.00038,0.00048,6e-05,0.0001,0.00011,0.00021,0.0006,0.00966
242,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00215,0.00124,2e-05,0.00053,3e-05,0.00042,0.0,3e-05,2e-05,6e-05,8e-05,5e-05,1e-05,6e-05,1e-05,0.00015,3e-05,1e-05,3e-05,8e-05,0.0005,0.0,0.0,0.00012,0.0003,8e-05,0.00066,9e-05,0.00012,0.00017,0.00027,0.00058,7e-05,0.0001,0.00012,0.00029,0.00061,0.01516
2123,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00079,0.00061,1e-05,0.00015,1e-05,5e-05,1e-05,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00017,4e-05,1e-05,3e-05,8e-05,0.0004,0.0,0.0,9e-05,0.00021,9e-05,0.00055,8e-05,7e-05,0.00015,0.00025,0.00048,8e-05,8e-05,0.00011,0.00021,0.00049,0.00946
75212,1.0,2e-05,2e-05,0.00018,2e-05,1e-05,0.00188,0.00143,4e-05,0.00036,3e-05,0.00017,1e-05,4e-05,4e-05,0.0001,0.00014,5e-05,1e-05,0.0001,2e-05,0.00039,8e-05,1e-05,0.0001,0.0002,0.00134,1e-05,1e-05,0.0003,0.00079,0.00023,0.00051,9e-05,8e-05,0.00013,0.00021,0.00049,7e-05,9e-05,0.00011,0.00022,0.0012,0.01182
262,1.0,2e-05,1e-05,0.00052,2e-05,1e-05,0.00728,0.00642,1e-05,0.00061,4e-05,0.0003,1e-05,3e-05,2e-05,6e-05,9e-05,3e-05,1e-05,8e-05,1e-05,0.00026,6e-05,1e-05,5e-05,0.00014,0.00083,0.0,1e-05,0.00019,0.0005,0.00013,0.00042,7e-05,7e-05,0.0001,0.00018,0.00049,6e-05,0.0001,0.00012,0.00021,0.00396,0.0174
273,1.0,2e-05,1e-05,0.00018,1e-05,1e-05,0.00347,0.00262,1e-05,0.00051,2e-05,0.00037,1e-05,2e-05,2e-05,5e-05,0.0001,3e-05,1e-05,6e-05,1e-05,0.00021,5e-05,1e-05,4e-05,0.00011,0.00057,0.0,0.0,0.00012,0.00031,0.00013,0.00059,7e-05,9e-05,0.00013,0.0003,0.0007,6e-05,0.00011,0.00012,0.0004,0.00162,0.01226
75126,1.0,1e-05,1e-05,0.0001,2e-05,1e-05,0.03817,0.01307,0.00053,0.01409,0.0006,0.01214,0.0,0.00041,0.00041,0.00081,0.00088,0.00111,0.0,0.00114,1e-05,0.00012,3e-05,0.0,2e-05,7e-05,0.00034,0.0,0.0,7e-05,0.00018,7e-05,0.00351,0.00074,0.0008,0.00091,0.00106,0.00284,0.00057,0.00064,0.00073,0.0009,0.00043,0.14891
75116,1.0,1e-05,1e-05,7e-05,2e-05,1e-05,0.03792,0.01299,0.00055,0.01405,0.00061,0.01203,1e-05,0.0004,0.00041,0.00086,0.0009,0.00106,0.0,0.00114,1e-05,0.00015,3e-05,1e-05,3e-05,9e-05,0.00036,0.0,0.0,9e-05,0.00018,8e-05,0.00336,0.00072,0.00074,0.00085,0.00106,0.00299,0.00064,0.00067,0.00077,0.00092,0.00046,0.14916
75133,1.0,1e-05,1e-05,0.00021,1e-05,1e-05,0.0061,0.00505,1e-05,0.00063,2e-05,0.00046,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,5e-05,1e-05,0.0002,5e-05,1e-05,4e-05,0.0001,0.00055,0.0,0.0,0.00012,0.00031,0.00011,0.00039,6e-05,6e-05,0.0001,0.00017,0.00048,6e-05,0.00011,9e-05,0.00022,0.00299,0.01424
75234,1.0,2e-05,1e-05,0.00024,2e-05,1e-05,0.0053,0.00463,1e-05,0.00047,1e-05,0.00024,1e-05,2e-05,2e-05,6e-05,0.0001,3e-05,1e-05,6e-05,1e-05,0.00022,6e-05,1e-05,4e-05,0.00011,0.00061,0.0,0.0,0.00014,0.00033,0.00014,0.00043,7e-05,6e-05,0.0001,0.00019,0.00045,6e-05,9e-05,0.0001,0.00019,0.00261,0.01668
258,1.0,1e-05,1e-05,0.00029,1e-05,1e-05,0.00437,0.00338,1e-05,0.00057,2e-05,0.00046,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.0002,5e-05,1e-05,4e-05,0.0001,0.00053,0.0,0.0,0.00012,0.00029,0.00012,0.00042,6e-05,7e-05,0.00011,0.00019,0.00051,6e-05,0.0001,0.00011,0.00024,0.0018,0.01397
75225,1.0,2e-05,1e-05,0.00013,1e-05,1e-05,0.00249,0.00184,2e-05,0.0004,2e-05,0.00029,1e-05,3e-05,3e-05,6e-05,9e-05,4e-05,1e-05,7e-05,1e-05,0.00023,6e-05,1e-05,4e-05,0.00012,0.00059,0.0,0.0,0.00014,0.00033,0.00012,0.0005,7e-05,8e-05,0.00014,0.00022,0.0005,6e-05,0.0001,0.00012,0.00023,0.00109,0.01813
2117,1.0,1e-05,1e-05,0.00092,1e-05,1e-05,0.02049,0.01822,1e-05,0.00163,1e-05,0.00066,1e-05,2e-05,1e-05,4e-05,6e-05,2e-05,1e-05,5e-05,1e-05,0.00018,5e-05,1e-05,3e-05,0.0001,0.00044,0.0,0.0,0.0001,0.00023,0.0001,0.00057,9e-05,8e-05,0.00013,0.00026,0.00049,6e-05,9e-05,0.00012,0.00021,0.01125,0.14246
75110,1.0,2e-05,1e-05,0.0009,2e-05,1e-05,0.0116,0.01067,1e-05,0.00074,1e-05,0.00021,1e-05,5e-05,3e-05,5e-05,0.0001,2e-05,1e-05,5e-05,1e-05,0.00022,5e-05,1e-05,4e-05,0.00012,0.0007,0.0,0.0,0.00015,0.00042,0.00012,0.00044,8e-05,7e-05,0.00011,0.00018,0.00048,7e-05,9e-05,0.00011,0.00022,0.00622,0.07563
75108,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00572,0.00365,2e-05,0.00107,2e-05,0.00104,1e-05,2e-05,2e-05,5e-05,0.0001,4e-05,1e-05,7e-05,1e-05,0.00017,4e-05,1e-05,3e-05,9e-05,0.00059,0.0,0.0,0.00013,0.00036,9e-05,0.00046,8e-05,7e-05,0.00011,0.0002,0.00049,7e-05,9e-05,0.00011,0.00022,0.00169,0.03879
75219,1.0,1e-05,1e-05,0.00033,1e-05,1e-05,0.00678,0.00598,1e-05,0.00061,1e-05,0.00022,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00018,5e-05,1e-05,3e-05,9e-05,0.00058,0.0,0.0,0.00015,0.00034,9e-05,0.0004,6e-05,6e-05,0.0001,0.00018,0.00045,6e-05,9e-05,0.0001,0.0002,0.00382,0.02442
75191,1.0,2e-05,1e-05,0.0023,4e-05,2e-05,0.53783,0.3988,2e-05,0.09781,3e-05,0.04129,2e-05,2e-05,2e-05,4e-05,6e-05,3e-05,1e-05,6e-05,2e-05,0.00016,2e-05,1e-05,3e-05,0.00011,0.00045,0.0,0.0,7e-05,0.00024,0.00013,0.00053,9e-05,8e-05,0.00013,0.00024,0.00067,7e-05,0.00012,0.00013,0.00036,0.01665,0.34333
75125,1.0,1e-05,1e-05,9e-05,2e-05,1e-05,0.03856,0.01305,0.00059,0.01453,0.00065,0.01222,0.0,0.00042,0.00042,0.00093,0.00097,0.00114,1e-05,0.00115,1e-05,0.00015,3e-05,0.0,3e-05,9e-05,0.00041,0.0,0.0,9e-05,0.00022,9e-05,0.00332,0.00067,0.00071,0.00085,0.00108,0.00327,0.00065,0.0007,0.00083,0.00109,0.00047,0.15061
75157,1.0,2e-05,1e-05,0.00017,1e-05,1e-05,0.00179,0.00153,1e-05,0.00019,1e-05,0.0001,1e-05,2e-05,2e-05,6e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00027,8e-05,1e-05,5e-05,0.00014,0.00078,0.0,1e-05,0.00018,0.0004,0.0002,0.00044,5e-05,6e-05,0.00012,0.0002,0.00049,6e-05,0.00011,0.00014,0.00019,0.00106,0.0108
75150,1.0,2e-05,1e-05,0.00013,1e-05,1e-05,0.00086,0.00075,1e-05,0.00011,2e-05,4e-05,1e-05,2e-05,2e-05,7e-05,9e-05,3e-05,1e-05,6e-05,1e-05,0.00025,6e-05,1e-05,5e-05,0.00013,0.00066,0.0,1e-05,0.00016,0.00036,0.00013,0.00044,7e-05,6e-05,0.0001,0.0002,0.00048,6e-05,9e-05,0.0001,0.00023,0.00067,0.00885
75107,1.0,2e-05,1e-05,0.00084,1e-05,1e-05,0.04605,0.02771,2e-05,0.00816,3e-05,0.01024,1e-05,3e-05,2e-05,6e-05,8e-05,6e-05,1e-05,8e-05,1e-05,0.00017,4e-05,1e-05,3e-05,0.0001,0.00062,0.0,0.0,0.00013,0.00039,0.0001,0.0005,9e-05,8e-05,0.00011,0.00022,0.00056,8e-05,0.00013,0.00012,0.00024,0.01024,0.48332
75169,1.0,1e-05,1e-05,0.00032,1e-05,1e-05,0.0156,0.00748,5e-05,0.00392,6e-05,0.00432,1e-05,4e-05,4e-05,0.0001,0.00014,0.00011,1e-05,0.00015,1e-05,0.00019,4e-05,1e-05,3e-05,0.00011,0.00062,0.0,0.0,0.00013,0.00038,0.0001,0.00056,9e-05,0.0001,0.00013,0.00024,0.00063,8e-05,0.00013,0.00015,0.00026,0.00193,0.0899
75090,1.0,1e-05,1e-05,0.00017,1e-05,1e-05,0.0073,0.00341,5e-05,0.002,6e-05,0.00201,0.0,4e-05,4e-05,9e-05,0.00012,0.00012,0.0,0.00015,1e-05,0.00017,6e-05,1e-05,4e-05,7e-05,0.00042,0.0,0.0,8e-05,0.00023,0.0001,0.00075,0.00012,0.00013,0.00018,0.00031,0.00071,0.0001,0.00014,0.00015,0.00031,0.00084,0.0329
75175,1.0,2e-05,1e-05,0.00055,1e-05,1e-05,0.01228,0.01119,1e-05,0.00087,2e-05,0.00025,1e-05,2e-05,2e-05,6e-05,8e-05,3e-05,1e-05,6e-05,1e-05,0.00023,6e-05,1e-05,4e-05,0.00012,0.0006,0.0,1e-05,0.00014,0.00032,0.00013,0.00038,6e-05,8e-05,7e-05,0.00017,0.00047,6e-05,0.00011,0.0001,0.0002,0.00728,0.02341
75237,1.0,2e-05,1e-05,0.00451,1e-05,1e-05,0.09391,0.08866,1e-05,0.00456,1e-05,0.00072,1e-05,2e-05,1e-05,4e-05,6e-05,2e-05,1e-05,5e-05,2e-05,0.0002,5e-05,1e-05,3e-05,0.00012,0.00045,0.0,0.0,0.0001,0.00025,0.0001,0.00035,4e-05,5e-05,8e-05,0.00018,0.00045,6e-05,9e-05,0.0001,0.00021,0.05311,0.15958
75146,1.0,1e-05,1e-05,0.00034,1e-05,1e-05,0.00854,0.00706,1e-05,0.00086,2e-05,0.00065,1e-05,2e-05,2e-05,5e-05,7e-05,3e-05,1e-05,5e-05,1e-05,0.00022,7e-05,1e-05,4e-05,0.0001,0.00052,0.0,0.0,0.00011,0.00029,0.00011,0.00042,6e-05,7e-05,0.0001,0.00019,0.00048,6e-05,0.0001,0.0001,0.00022,0.00403,0.0197
75132,1.0,2e-05,1e-05,0.02176,7e-05,2e-05,0.48801,0.44706,1e-05,0.03129,2e-05,0.00971,1e-05,1e-05,1e-05,4e-05,7e-05,2e-05,1e-05,7e-05,4e-05,0.00048,8e-05,1e-05,5e-05,0.00035,0.00043,0.0,0.0,8e-05,0.00025,0.0001,0.00047,5e-05,6e-05,0.00011,0.00025,0.00046,5e-05,8e-05,0.0001,0.00024,0.24479,0.90841
248,1.0,2e-05,2e-05,0.00025,2e-05,1e-05,0.0023,0.00193,2e-05,0.00033,2e-05,9e-05,1e-05,3e-05,3e-05,8e-05,0.00012,4e-05,1e-05,8e-05,2e-05,0.00041,0.00016,1e-05,7e-05,0.00017,0.00088,1e-05,1e-05,0.0002,0.00051,0.00017,0.00052,5e-05,7e-05,0.00015,0.00025,0.00052,6e-05,0.00012,0.00011,0.00023,0.00156,0.01488
75105,1.0,1e-05,1e-05,0.00064,1e-05,1e-05,0.03707,0.02242,2e-05,0.00661,3e-05,0.00809,1e-05,2e-05,2e-05,5e-05,7e-05,4e-05,0.0,7e-05,1e-05,0.00015,4e-05,0.0,3e-05,8e-05,0.00036,0.0,0.0,7e-05,0.00018,0.0001,0.00055,0.0001,9e-05,0.00013,0.00024,0.00062,0.0001,0.00012,0.00014,0.00026,0.00871,0.73745
75185,1.0,2e-05,1e-05,0.00027,1e-05,1e-05,0.00466,0.00408,1e-05,0.00044,1e-05,0.00016,1e-05,2e-05,2e-05,5e-05,0.0001,4e-05,2e-05,6e-05,1e-05,0.00023,5e-05,1e-05,4e-05,0.00012,0.00081,0.0,1e-05,0.00021,0.00047,0.00012,0.00041,5e-05,6e-05,0.0001,0.00019,0.00049,6e-05,0.00011,0.00011,0.00022,0.00248,0.0138
75244,1.0,1e-05,1e-05,0.0002,1e-05,1e-05,0.00478,0.00376,1e-05,0.00058,1e-05,0.00047,0.0,2e-05,2e-05,4e-05,6e-05,3e-05,1e-05,5e-05,1e-05,0.00016,4e-05,1e-05,3e-05,8e-05,0.0004,0.0,0.0,9e-05,0.00021,9e-05,0.00047,8e-05,7e-05,0.0001,0.00021,0.00059,7e-05,0.0001,0.00012,0.00029,0.00213,0.05328
75201,1.0,1e-05,1e-05,0.00015,4e-05,3e-05,0.09839,0.01427,0.00069,0.08447,0.00072,0.00107,1e-05,0.00054,0.00051,0.00101,0.00098,0.00122,1e-05,0.00118,2e-05,0.00012,1e-05,1e-05,3e-05,7e-05,0.00048,0.0,0.0,0.00011,0.00027,9e-05,0.00309,0.00064,0.00071,0.0008,0.00094,0.00319,0.00066,0.00072,0.00076,0.00104,0.00075,3e-05
75198,1.0,1e-05,1e-05,0.00042,5e-05,2e-05,0.28161,0.05943,0.0019,0.22085,0.0019,0.00512,1e-05,0.00128,0.00122,0.00256,0.00254,0.00357,1e-05,0.00383,2e-05,0.00017,2e-05,1e-05,4e-05,0.0001,0.00051,0.0,0.0,9e-05,0.00028,0.00013,0.00578,0.00132,0.00129,0.00147,0.0017,0.00651,0.00139,0.00148,0.00157,0.00208,0.00233,2e-05
233,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00201,0.00162,1e-05,0.00026,1e-05,0.00017,1e-05,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,5e-05,1e-05,0.00016,5e-05,1e-05,3e-05,8e-05,0.00041,0.0,0.0,0.0001,0.00021,0.0001,0.00042,8e-05,6e-05,0.0001,0.00018,0.00052,7e-05,0.00011,0.00011,0.00023,0.00102,0.02046
75215,1.0,1e-05,1e-05,0.00027,1e-05,1e-05,0.0059,0.00498,1e-05,0.00058,1e-05,0.00037,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00018,4e-05,1e-05,3e-05,0.0001,0.00067,0.0,0.0,0.00014,0.00042,9e-05,0.00045,8e-05,6e-05,0.00011,0.00019,0.00045,6e-05,0.0001,0.0001,0.00019,0.0027,0.04396
75141,1.0,2e-05,1e-05,0.0003,2e-05,1e-05,0.00486,0.00438,1e-05,0.00036,1e-05,0.00015,1e-05,2e-05,2e-05,5e-05,8e-05,3e-05,1e-05,7e-05,1e-05,0.00023,5e-05,1e-05,4e-05,0.00013,0.00079,0.0,1e-05,0.00019,0.00044,0.00016,0.00045,6e-05,6e-05,0.00011,0.00023,0.00053,6e-05,0.00012,0.00011,0.00023,0.00268,0.02024
