@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC

@DATA
75173,1.0,0.00053,0.00227,0.00414,2e-05,0.01483,0.08288,0.18123,0.00045,0.00678,0.02147,2e-05,0.00036,0.00011,1e-05,0.00238,6e-05,1e-05,4e-05,5e-05,6e-05,5e-05,1e-05,0.00032,5e-05,0.00046,0.10621,1e-05,0.00468,0.11521,2e-05,0.03635,0.00011,0.00024,0.00038,1e-05,0.00024,0.59293,1e-05,1e-05,7e-05,1e-05,0.00417,3e-05,1.02049,5e-05,0.00022,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75174,1.0,0.00057,0.01333,0.00846,2e-05,0.01347,0.99133,0.84089,0.00045,0.01435,0.00348,2e-05,0.00033,0.0001,1e-05,0.00896,6e-05,1e-05,4e-05,5e-05,6e-05,4e-05,1e-05,0.00036,5e-05,0.00039,0.09789,1e-05,0.00893,0.07098,2e-05,0.017,0.00011,0.0002,0.0008,1e-05,0.00024,3.24822,1e-05,1e-05,7e-05,1e-05,0.00026,2e-05,5.78293,4e-05,0.00036,1e-05,0.00011,2e-05,4e-05,7e-05,6e-05
75175,1.0,0.0006,0.00481,0.00068,2e-05,0.01431,0.46342,0.2465,0.00044,0.00553,0.01132,2e-05,0.00034,0.0001,1e-05,0.00471,5e-05,1e-05,4e-05,4e-05,5e-05,4e-05,0.0,0.00039,5e-05,0.00025,0.16092,0.0,0.001,0.10928,2e-05,0.02569,0.00011,0.00022,0.00058,1e-05,0.00025,1.70944,1e-05,1e-05,6e-05,1e-05,0.00019,3e-05,0.95322,6e-05,0.00036,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75176,1.0,0.00051,0.00457,0.00039,2e-05,0.00575,0.5992,0.5025,0.00043,0.00531,0.00391,2e-05,0.0003,9e-05,1e-05,0.00433,5e-05,1e-05,4e-05,5e-05,5e-05,4e-05,0.0,0.00031,5e-05,0.00016,0.16184,0.0,0.00062,0.16302,2e-05,0.0097,0.00011,0.00019,0.00057,1e-05,0.00023,1.32249,1e-05,1e-05,5e-05,1e-05,0.00021,2e-05,1.28798,4e-05,0.00032,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75177,1.0,0.0005,0.00097,0.0005,2e-05,0.01591,0.05967,0.65376,0.00045,0.00131,0.00911,2e-05,0.00024,0.0001,1e-05,0.00101,5e-05,1e-05,4e-05,5e-05,6e-05,5e-05,1e-05,0.00029,5e-05,0.00017,0.05412,0.0,0.00487,0.06167,2e-05,0.02507,0.00011,0.00013,0.00028,1e-05,0.00025,0.13245,1e-05,1e-05,0.00419,2e-05,0.0001,2e-05,0.80592,5e-05,0.00016,1e-05,0.00011,1e-05,3e-05,7e-05,5e-05
75178,1.0,0.0006,0.06101,0.00069,3e-05,0.02684,17.04486,2.46125,0.00049,0.07349,0.0698,3e-05,0.00037,0.00012,2e-05,0.05366,6e-05,1e-05,4e-05,5e-05,8e-05,5e-05,1e-05,0.00038,6e-05,0.00029,2.73714,1e-05,0.00106,1.2581,3e-05,0.09667,0.00011,0.00024,0.00884,1e-05,0.00028,135.14247,2e-05,1e-05,6e-05,2e-05,0.0037,3e-05,377.04558,3e-05,0.00567,1e-05,0.00012,2e-05,4e-05,7e-05,6e-05
75179,1.0,0.00104,0.0065,0.00055,2e-05,0.00424,0.86262,0.71219,0.00052,0.00728,0.01213,2e-05,0.00038,0.00011,1e-05,0.00221,7e-05,1e-05,7e-05,6e-05,7e-05,0.00022,0.0,0.00059,8e-05,0.00018,0.10547,1e-05,0.00081,0.04787,2e-05,0.01643,0.00012,0.00025,0.00065,1e-05,0.00028,2.43741,1e-05,1e-05,7e-05,2e-05,0.0002,4e-05,4.30818,6e-05,0.00022,1e-05,0.00014,3e-05,4e-05,7e-05,5e-05
75181,1.0,0.0007,0.00972,0.00088,2e-05,0.06562,1.15073,1.75997,0.00044,0.01065,0.03397,2e-05,0.00042,0.00012,1e-05,0.00955,0.00012,1e-05,4e-05,5e-05,6e-05,5e-05,1e-05,0.00047,6e-05,0.00022,0.61482,1e-05,0.0012,0.46344,2e-05,0.09965,0.00011,0.00023,0.00082,1e-05,0.00024,3.01277,2e-05,3e-05,9e-05,1e-05,0.00016,2e-05,135.5603,6e-05,0.00117,1e-05,0.00012,2e-05,5e-05,7e-05,6e-05
75182,1.0,0.00075,0.00489,0.00093,1e-05,0.00776,0.2455,0.28291,0.00039,0.0056,0.00224,2e-05,0.00021,8e-05,1e-05,0.00807,3e-05,1e-05,4e-05,5e-05,5e-05,6e-05,0.0,0.00049,8e-05,0.00017,0.10333,0.0,0.00116,0.05641,2e-05,0.01003,0.00011,0.00011,0.0006,1e-05,0.00019,1.68201,1e-05,1e-05,5e-05,1e-05,0.00015,2e-05,1.85204,3e-05,0.00031,1e-05,0.00013,1e-05,3e-05,6e-05,6e-05
75184,1.0,0.0006,0.00387,0.00066,2e-05,0.04009,0.09082,0.59699,0.00044,0.00476,0.04704,2e-05,0.00026,0.0001,1e-05,0.00361,5e-05,1e-05,4e-05,5e-05,5e-05,6e-05,0.0,0.00037,6e-05,0.00028,0.04135,0.0,0.00101,0.05776,3e-05,0.08719,0.00011,0.00015,0.00063,1e-05,0.00024,0.81712,1e-05,1e-05,6e-05,2e-05,0.00031,2e-05,5.25542,6e-05,0.00027,1e-05,0.00011,2e-05,3e-05,7e-05,5e-05
75185,1.0,0.00053,0.00154,0.00096,1e-05,0.00524,0.11727,0.25258,0.00038,0.0019,0.00278,2e-05,0.00023,9e-05,1e-05,0.00154,4e-05,1e-05,4e-05,5e-05,5e-05,6e-05,0.0,0.0003,6e-05,0.00027,0.05413,1e-05,0.0013,0.12395,2e-05,0.00805,0.0001,0.00012,0.0003,1e-05,0.00019,1.46105,1e-05,1e-05,6e-05,1e-05,0.0001,2e-05,0.37956,3e-05,0.00013,1e-05,0.00011,1e-05,3e-05,6e-05,6e-05
75187,1.0,0.00047,0.00171,0.00038,1e-05,0.00844,0.26412,0.64144,0.00041,0.00211,0.00694,2e-05,0.0002,9e-05,1e-05,0.00169,4e-05,1e-05,4e-05,4e-05,5e-05,4e-05,0.0,0.00028,4e-05,0.00017,0.03866,0.0,0.00062,0.05172,2e-05,0.01544,0.0001,0.0001,0.00032,1e-05,0.00022,3.47548,1e-05,1e-05,6e-05,1e-05,0.00012,2e-05,1.74485,5e-05,0.00014,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75188,1.0,0.00215,0.01112,0.00083,2e-05,0.02252,1e-05,0.0,0.01438,0.09675,0.00126,0.00025,0.00023,0.00062,2e-05,0.00062,4e-05,1e-05,0.00034,0.00037,0.00102,0.00034,1e-05,0.00079,0.00036,0.00026,1e-05,1e-05,0.0012,1e-05,0.00025,0.02426,0.01288,0.00012,0.08604,1e-05,0.00079,1e-05,2e-05,1e-05,0.0001,0.00046,0.00057,0.00051,1.21986,0.00048,0.00013,2e-05,0.00067,3e-05,0.00091,0.00053,6e-05
75189,1.0,0.0008,3.18614,0.00076,6e-05,0.01712,1e-05,1e-05,0.00045,3.2119,0.01369,3e-05,0.00035,0.00011,2e-05,0.09912,5e-05,2e-05,4e-05,5e-05,0.00012,5e-05,1e-05,0.00057,6e-05,0.00028,3e-05,2e-05,0.0012,1e-05,3e-05,0.03086,0.00011,0.00022,0.01682,1e-05,0.00025,1e-05,3e-05,2e-05,0.00013,3e-05,0.00902,4e-05,201.81838,5e-05,0.0075,2e-05,0.00013,0.00011,5e-05,8e-05,6e-05
75191,1.0,0.00076,0.64996,0.00086,5e-05,0.03213,1e-05,0.0,0.00049,0.78634,0.02394,3e-05,0.00032,0.00011,2e-05,0.02035,5e-05,1e-05,5e-05,5e-05,0.00012,5e-05,1e-05,0.00051,7e-05,0.00031,5e-05,1e-05,0.0013,1e-05,3e-05,0.05615,0.00012,0.00019,0.1114,1e-05,0.00027,0.0,3e-05,1e-05,0.00011,3e-05,0.02507,5e-05,42.20566,9e-05,0.00157,2e-05,0.00012,4e-05,6e-05,8e-05,6e-05
75192,1.0,0.00044,0.00087,0.00077,1e-05,0.01247,0.04188,0.02963,0.00036,0.00103,0.0051,2e-05,0.00021,8e-05,1e-05,0.00097,3e-05,1e-05,4e-05,4e-05,4e-05,4e-05,0.0,0.00025,4e-05,0.00018,0.02246,0.0,0.00101,0.02043,2e-05,0.0176,0.0001,0.00012,0.00014,1e-05,0.00018,0.21357,1e-05,1e-05,5e-05,1e-05,5e-05,2e-05,0.05681,3e-05,9e-05,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75193,1.0,0.00069,0.15277,0.0007,3e-05,0.1835,9.25894,25.54314,0.00053,0.22541,0.16806,3e-05,0.00039,0.00011,1e-05,0.12351,5e-05,1e-05,5e-05,5e-05,7e-05,5e-05,1e-05,0.00044,7e-05,0.00032,1.72348,0.0,0.0011,6.89231,3e-05,0.3516,0.00011,0.00027,0.04215,1e-05,0.00031,79.89927,2e-05,1e-05,6e-05,2e-05,0.03055,4e-05,30413.27157,5e-05,0.01086,1e-05,0.00013,3e-05,4e-05,8e-05,5e-05
75195,1.0,0.00057,0.00911,0.00068,2e-05,0.02793,1.02981,0.25309,0.00044,0.01069,0.00158,2e-05,0.00032,0.0001,1e-05,0.00863,5e-05,1e-05,4e-05,5e-05,6e-05,5e-05,0.0,0.00033,7e-05,0.00025,0.11722,0.0,0.001,0.11234,2e-05,0.02956,0.00011,0.0002,0.00119,1e-05,0.00025,1.27494,1e-05,1e-05,6e-05,2e-05,0.00043,2e-05,2.4905,5e-05,0.00066,1e-05,0.00013,2e-05,3e-05,6e-05,5e-05
75196,1.0,0.00053,0.00033,0.0004,1e-05,0.00105,0.02269,0.39763,0.00044,0.00047,0.00056,2e-05,0.00019,9e-05,1e-05,0.00043,3e-05,1e-05,4e-05,5e-05,5e-05,6e-05,0.0,0.00031,5e-05,0.00028,0.01503,0.0,0.00075,0.01817,2e-05,0.00166,0.00011,0.0001,0.00013,1e-05,0.00025,0.04483,1e-05,1e-05,6e-05,1e-05,4e-05,2e-05,0.11463,6e-05,7e-05,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75197,1.0,0.00086,0.06628,0.00754,2e-05,0.00281,3e-05,0.0,0.00076,0.15135,0.02254,8e-05,0.00025,0.00021,2e-05,0.00086,4e-05,1e-05,0.00011,0.00012,0.00031,0.00012,1e-05,0.00042,0.00013,0.00099,1e-05,1e-05,0.00867,1e-05,8e-05,0.02574,0.00019,0.00014,0.08441,1e-05,0.00033,0.0,2e-05,1e-05,0.00011,0.00012,0.00093,0.00013,1.99008,0.0004,0.00014,1e-05,0.00019,3e-05,0.00024,0.00018,6e-05
75198,1.0,0.01364,0.06608,0.00056,3e-05,8e-05,1e-05,1e-05,0.00472,0.37126,1e-05,0.00072,0.00022,0.00152,1e-05,0.00215,3e-05,1e-05,0.00098,0.00098,0.00274,0.001,1e-05,0.00175,0.00977,0.00025,2e-05,1e-05,0.0009,1e-05,0.00072,0.0001,0.00112,0.00012,0.30287,1e-05,0.00164,0.0,3e-05,2e-05,7e-05,0.00133,0.00504,0.00137,22.8526,1e-05,0.00035,2e-05,0.00112,5e-05,0.00264,0.00145,6e-05
75201,1.0,0.00252,0.06081,0.01025,3e-05,4e-05,1e-05,0.0,0.00247,0.36467,1e-05,0.00036,0.00024,0.00082,1e-05,0.00092,3e-05,1e-05,0.00047,0.00048,0.00133,0.00047,1e-05,0.00099,0.00048,0.00028,1e-05,1e-05,0.01063,1e-05,0.00036,6e-05,0.00057,0.00014,0.30422,1e-05,0.00095,0.0,2e-05,1e-05,9e-05,0.00062,0.0009,0.00064,0.53198,1e-05,0.00014,1e-05,0.00058,3e-05,0.00931,0.00074,6e-05
75202,1.0,0.00144,0.0712,0.02821,3e-05,0.00192,3e-05,1e-05,0.00136,0.24784,0.02332,0.00013,0.00026,0.00031,2e-05,0.00067,5e-05,1e-05,0.00019,0.0002,0.00047,0.00018,1e-05,0.00076,0.0002,0.00031,1e-05,1e-05,0.02861,2e-05,0.00013,0.0257,0.00027,0.00013,0.1767,1e-05,0.00069,1e-05,2e-05,1e-05,7e-05,0.0002,0.00037,0.00022,0.4244,0.00046,0.00012,1e-05,0.00028,3e-05,0.0004,0.00028,5e-05
75203,1.0,0.00264,0.02215,0.00058,2e-05,5e-05,1e-05,0.0,0.02144,0.15885,1e-05,0.00037,0.00022,0.00086,2e-05,0.00101,3e-05,1e-05,0.00049,0.00051,0.00145,0.0005,1e-05,0.00102,0.00051,0.00019,2e-05,1e-05,0.00089,1e-05,0.00039,6e-05,0.00067,0.00011,0.13686,1e-05,0.01977,0.0,2e-05,1e-05,0.0001,0.00068,0.00123,0.0007,1.25698,1e-05,0.00014,2e-05,0.00061,4e-05,0.00135,0.00077,6e-05
75205,1.0,0.00242,0.07195,0.00066,2e-05,9e-05,1e-05,0.0,0.00236,0.19339,1e-05,0.00033,0.00026,0.00074,2e-05,0.00259,4e-05,1e-05,0.00044,0.00045,0.00122,0.00044,1e-05,0.00099,0.00046,0.00021,2e-05,1e-05,0.00101,1e-05,0.00033,0.00011,0.00054,0.00012,0.12115,1e-05,0.00093,1e-05,2e-05,1e-05,0.00012,0.00055,0.00142,0.00057,6.53552,1e-05,0.00034,1e-05,0.00054,3e-05,0.00111,0.00068,7e-05
75207,1.0,0.0013,0.01945,0.01239,2e-05,0.00165,1e-05,0.0,0.00114,0.08336,0.00063,0.00012,0.00021,0.00028,2e-05,0.00054,3e-05,1e-05,0.00016,0.00018,0.0004,0.00016,1e-05,0.00071,0.00017,0.00053,2e-05,1e-05,0.01303,1e-05,0.00011,0.00265,0.00025,0.00011,0.06388,1e-05,0.00055,1e-05,2e-05,2e-05,9e-05,0.00018,0.00042,0.0002,0.30429,0.00036,0.00011,1e-05,0.00026,3e-05,0.00036,0.00025,6e-05
75210,1.0,0.00046,0.00192,0.00062,1e-05,0.08569,0.0556,0.04823,0.00038,0.00217,0.02036,2e-05,0.00023,9e-05,1e-05,0.00199,4e-05,1e-05,4e-05,4e-05,5e-05,4e-05,1e-05,0.00026,5e-05,0.00025,0.03472,1e-05,0.00095,0.03071,2e-05,0.10609,0.0001,0.00012,0.00023,1e-05,0.00019,0.04879,1e-05,1e-05,7e-05,1e-05,6e-05,2e-05,0.12804,4e-05,0.00016,1e-05,0.00011,1e-05,3e-05,7e-05,5e-05
75212,1.0,0.0005,0.00038,0.00081,1e-05,0.00099,0.04278,0.15613,0.00038,0.00059,0.00059,2e-05,0.00021,9e-05,1e-05,0.00046,3e-05,1e-05,4e-05,4e-05,5e-05,5e-05,0.0,0.00029,5e-05,0.00018,0.01502,1e-05,0.00106,0.02038,2e-05,0.00165,0.0001,0.00012,0.00017,1e-05,0.00019,0.19397,1e-05,1e-05,6e-05,2e-05,7e-05,2e-05,0.17658,6e-05,7e-05,1e-05,0.00011,1e-05,3e-05,7e-05,6e-05
75213,1.0,0.00059,0.00032,0.00348,1e-05,0.01357,0.03952,0.18293,0.00045,0.00043,0.00527,2e-05,0.00026,0.0001,1e-05,0.00045,5e-05,1e-05,5e-05,5e-05,5e-05,5e-05,0.0,0.00037,5e-05,0.0007,0.0429,0.0,0.00425,0.04965,2e-05,0.0189,0.00011,0.00016,0.00011,1e-05,0.00025,0.07002,1e-05,1e-05,5e-05,1e-05,4e-05,2e-05,0.30779,6e-05,8e-05,1e-05,0.00012,1e-05,3e-05,6e-05,5e-05
75215,1.0,0.00056,0.00257,0.00055,2e-05,0.00382,0.06645,2.7358,0.00046,0.00338,0.00283,3e-05,0.00027,0.00012,2e-05,0.00256,7e-05,1e-05,7e-05,5e-05,9e-05,5e-05,1e-05,0.00032,6e-05,0.00019,0.0312,1e-05,0.00083,0.06051,2e-05,0.00671,0.00011,0.00012,0.0006,1e-05,0.00024,0.29073,1e-05,1e-05,7e-05,2e-05,0.00024,2e-05,9.33945,6e-05,0.00018,1e-05,0.00013,1e-05,4e-05,7e-05,6e-05
75217,1.0,0.00048,0.00058,0.00038,1e-05,0.00293,0.04634,0.0964,0.00037,0.00084,0.00058,2e-05,0.00019,9e-05,1e-05,0.00064,4e-05,1e-05,4e-05,4e-05,5e-05,4e-05,0.0,0.00028,5e-05,0.00016,0.01915,1e-05,0.00062,0.04125,2e-05,0.00355,0.0001,0.0001,0.00021,1e-05,0.00019,0.06231,1e-05,1e-05,7e-05,2e-05,9e-05,2e-05,0.18915,4e-05,8e-05,1e-05,0.00012,1e-05,3e-05,7e-05,5e-05
75219,1.0,0.02141,0.00361,0.00067,2e-05,0.0279,0.10365,0.31836,0.00044,0.00436,0.0218,2e-05,0.00033,0.0001,1e-05,0.00341,6e-05,1e-05,4e-05,5e-05,6e-05,5e-05,0.0,0.02116,6e-05,0.00027,0.0378,0.0,0.00101,0.10307,2e-05,0.04974,0.00011,0.00022,0.00059,1e-05,0.00024,1.67735,1e-05,1e-05,6e-05,2e-05,0.0002,2e-05,0.73876,5e-05,0.00027,1e-05,0.00014,2e-05,3e-05,7e-05,5e-05
75221,1.0,0.00079,0.00163,0.01206,1e-05,0.00158,0.64289,0.65698,0.00046,0.0084,0.01275,2e-05,0.00022,9e-05,1e-05,0.0014,3e-05,1e-05,6e-05,6e-05,5e-05,6e-05,0.0,0.00052,7e-05,0.00018,0.05187,1e-05,0.01231,0.12533,3e-05,0.01437,0.00011,0.00012,0.00056,1e-05,0.00023,3.11983,1e-05,1e-05,6e-05,2e-05,0.00626,2e-05,0.6245,4e-05,0.00015,1e-05,0.00014,1e-05,3e-05,7e-05,6e-05
75222,1.0,0.00052,0.00038,0.00063,1e-05,0.00676,0.03013,0.05785,0.00047,0.00058,0.00346,3e-05,0.00021,9e-05,1e-05,0.00048,5e-05,1e-05,4e-05,6e-05,5e-05,5e-05,0.0,0.00031,5e-05,0.00025,0.01771,0.0,0.00095,0.01884,3e-05,0.01029,0.00011,0.0001,0.00019,1e-05,0.00026,0.08143,1e-05,1e-05,6e-05,2e-05,5e-05,2e-05,0.13289,7e-05,8e-05,1e-05,0.00012,1e-05,3e-05,7e-05,5e-05
75223,1.0,0.00056,0.01929,0.00044,1e-05,0.00452,0.29861,1.35104,0.0005,0.02004,0.00147,2e-05,0.0002,8e-05,1e-05,0.00563,4e-05,1e-05,4e-05,5e-05,4e-05,5e-05,0.0,0.00034,6e-05,0.00018,0.17998,1e-05,0.00068,0.50291,2e-05,0.00602,0.00011,0.0001,0.00063,1e-05,0.00029,1.9124,1e-05,1e-05,5e-05,1e-05,0.00016,2e-05,25.49987,4e-05,0.0006,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
75225,1.0,0.00052,0.00073,0.00063,1e-05,0.00851,0.47074,0.53592,0.00044,0.00119,0.01462,3e-05,0.00022,9e-05,1e-05,0.00076,5e-05,1e-05,4e-05,5e-05,6e-05,5e-05,2e-05,0.00031,5e-05,0.00031,0.0818,1e-05,0.00103,0.07905,3e-05,0.02319,0.00012,0.00011,0.0003,1e-05,0.00023,1.96558,1e-05,1e-05,7e-05,2e-05,0.0002,2e-05,1.82873,5e-05,8e-05,1e-05,0.00011,1e-05,4e-05,7e-05,5e-05
75226,1.0,0.0006,0.00244,0.00355,2e-05,0.00635,0.40632,0.31705,0.00043,0.00295,0.01321,2e-05,0.00025,0.00011,1e-05,0.00233,6e-05,1e-05,4e-05,5e-05,6e-05,5e-05,1e-05,0.00039,5e-05,0.0003,0.08149,1e-05,0.00393,0.08196,2e-05,0.01961,0.0001,0.00013,0.00043,1e-05,0.00024,1.82982,1e-05,1e-05,7e-05,1e-05,0.00013,2e-05,0.88247,5e-05,0.0002,1e-05,0.00011,2e-05,3e-05,7e-05,5e-05
75227,1.0,0.00045,0.00119,0.00075,1e-05,0.00531,0.05474,0.03671,0.00036,0.00138,0.00057,2e-05,0.00021,8e-05,1e-05,0.00125,3e-05,1e-05,4e-05,4e-05,4e-05,4e-05,0.0,0.00026,4e-05,0.00019,0.05452,1e-05,0.001,0.02374,2e-05,0.00591,0.0001,0.00012,0.00017,1e-05,0.00018,0.17554,1e-05,1e-05,5e-05,1e-05,6e-05,2e-05,0.0584,3e-05,0.00011,1e-05,0.00011,1e-05,3e-05,6e-05,6e-05
75230,1.0,0.00066,0.00049,0.00533,1e-05,0.00286,6.4779,1.07107,0.00044,0.00076,0.00391,2e-05,0.00025,9e-05,2e-05,0.00061,5e-05,1e-05,5e-05,5e-05,6e-05,4e-05,0.0,0.00031,6e-05,0.00111,0.30193,0.0,0.0065,1.03025,3e-05,0.0068,0.00011,0.00013,0.00022,1e-05,0.00023,6.11904,1e-05,1e-05,5e-05,2e-05,9e-05,2e-05,0.59889,3e-05,0.0001,1e-05,0.00024,1e-05,3e-05,7e-05,6e-05
75231,1.0,0.00063,0.00048,0.00038,1e-05,0.0012,0.37226,0.58957,0.00042,0.00074,0.00061,3e-05,0.00021,9e-05,1e-05,0.0006,4e-05,1e-05,6e-05,5e-05,5e-05,7e-05,0.0,0.00038,6e-05,0.00017,0.05278,0.0,0.00062,0.2773,3e-05,0.00186,0.00011,0.0001,0.00022,1e-05,0.0002,1.03412,1e-05,1e-05,6e-05,2e-05,9e-05,2e-05,0.34437,5e-05,0.0001,1e-05,0.00012,1e-05,3e-05,7e-05,5e-05
75232,1.0,0.00081,0.00034,0.00072,2e-05,0.01329,0.03411,0.53987,0.00051,0.00055,0.01876,2e-05,0.00023,0.0001,1e-05,0.00048,5e-05,1e-05,5e-05,6e-05,6e-05,6e-05,1e-05,0.00058,6e-05,0.00026,0.01906,1e-05,0.00105,0.02024,2e-05,0.03211,0.00012,0.00012,0.00019,1e-05,0.00029,0.0981,1e-05,1e-05,6e-05,2e-05,7e-05,2e-05,0.12764,5e-05,9e-05,1e-05,0.00011,1e-05,4e-05,7e-05,5e-05
75233,1.0,0.00086,0.00192,0.00078,1e-05,0.00526,0.13254,0.17627,0.00042,0.00244,0.00075,2e-05,0.00021,8e-05,1e-05,0.00184,3e-05,1e-05,4e-05,5e-05,4e-05,7e-05,0.0,0.00056,9e-05,0.00019,0.02967,1e-05,0.00104,0.03521,2e-05,0.00604,0.00012,0.00012,0.00038,1e-05,0.00021,1.06733,1e-05,1e-05,5e-05,1e-05,0.00017,2e-05,1.06125,3e-05,0.00014,1e-05,0.00014,1e-05,3e-05,6e-05,6e-05
75234,1.0,0.00066,0.00204,0.00094,3e-05,0.03389,0.23019,0.56231,0.00046,0.0026,0.0518,3e-05,0.00044,0.00013,2e-05,0.00222,8e-05,1e-05,6e-05,5e-05,8e-05,4e-05,1e-05,0.00045,5e-05,0.00049,0.05078,1e-05,0.00154,0.04338,3e-05,0.08577,0.00011,0.00029,0.00046,1e-05,0.00025,2.44963,1e-05,1e-05,9e-05,2e-05,0.00016,3e-05,1.5699,7e-05,0.00022,1e-05,0.00011,3e-05,4e-05,8e-05,6e-05
75235,1.0,0.00053,0.00134,0.0005,2e-05,0.00492,0.51134,0.23055,0.00043,0.00597,0.00371,3e-05,0.00019,9e-05,1e-05,0.00132,4e-05,1e-05,4e-05,5e-05,5e-05,5e-05,0.0,0.00031,5e-05,0.00024,0.08641,0.0,0.00081,0.09682,2e-05,0.00868,0.00011,0.0001,0.00454,1e-05,0.00023,1.22746,1e-05,1e-05,5e-05,1e-05,0.00013,2e-05,0.97623,5e-05,0.00014,1e-05,0.00012,2e-05,3e-05,6e-05,5e-05
75236,1.0,0.00084,0.00071,0.00075,3e-05,0.00176,0.0546,13.01275,0.00054,0.00154,0.00109,3e-05,0.00029,0.00013,1e-05,0.00068,6e-05,1e-05,7e-05,6e-05,0.0001,6e-05,1e-05,0.00055,8e-05,0.00031,0.03459,1e-05,0.00115,0.08334,3e-05,0.003,0.00015,0.00017,0.00059,1e-05,0.00027,0.29264,1e-05,1e-05,7e-05,2e-05,0.0003,4e-05,0.78265,0.00015,0.00013,1e-05,0.00015,2e-05,6e-05,8e-05,5e-05
75237,1.0,0.00058,0.20307,0.00044,2e-05,0.02656,2.1956,2.65086,0.00043,0.23393,0.01483,2e-05,0.00034,0.0001,1e-05,0.20435,5e-05,1e-05,4e-05,5e-05,5e-05,4e-05,0.0,0.00038,5e-05,0.00017,1.55169,0.0,0.00067,2.41805,2e-05,0.04141,0.0001,0.00023,0.03043,1e-05,0.00024,9.70378,2e-05,1e-05,5e-05,1e-05,0.00048,3e-05,15.53134,2e-05,0.00345,1e-05,0.00011,2e-05,3e-05,6e-05,5e-05
75239,1.0,0.00054,0.00054,0.0004,1e-05,0.03112,0.11144,0.17195,0.00047,0.0008,0.01867,2e-05,0.00019,9e-05,1e-05,0.00061,4e-05,1e-05,4e-05,6e-05,5e-05,4e-05,0.0,0.00033,5e-05,0.00016,0.03279,0.0,0.00062,0.05005,2e-05,0.04983,0.00011,0.0001,0.00021,1e-05,0.00026,0.18903,1e-05,1e-05,5e-05,2e-05,8e-05,2e-05,0.25598,4e-05,7e-05,1e-05,0.00011,1e-05,3e-05,6e-05,5e-05
