@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE recall_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
one-hundred-plants-margin,1.0,243,0.15454946288279625,ok
volcanoes-a2,1.0,246,0.5618923065238854,ok
kdd_el_nino-small,1.0,251,0.0555267254800208,ok
kc2,1.0,255,0.21854575163398693,ok
fri_c3_1000_10,1.0,257,0.07222776116096163,ok
house_16h,1.0,260,0.12109261263550974,ok
ozone-level-8hr,1.0,263,0.1197123519458545,ok
analcatdata_supreme,1.0,266,0.014574890239783755,ok
meta,1.0,269,0.151503164556962,ok
kdd98,1.0,273,0.40848511740797067,ok
nursery,1.0,277,0.0,ok
cmc,1.0,280,0.45101263467843056,ok
delta_elevators,1.0,283,0.11537743506493503,ok
kropt,1.0,288,0.08755857126950317,ok
mnist_784,1.0,291,0.01667850341650501,ok
arsenic-male-bladder,1.0,294,0.13372093023255816,ok
letter,1.0,298,0.0302953166025568,ok
mc1,1.0,301,0.11897921491600949,ok
ova_prostate,1.0,304,0.0,ok
volcanoes-b2,1.0,308,0.6049296764663846,ok
hypothyroid,1.0,313,0.25043630017452,ok
autouniv-au7-700,1.0,315,0.48565916634574835,ok
ova_lung,1.0,318,0.0742391077756932,ok
pokerhand,1.0,322,0.15738714306963697,ok
quake,1.0,325,0.4566588050314466,ok
stock,1.0,329,0.029126808928133352,ok
fri_c2_1000_25,1.0,332,0.05855211119062864,ok
fried,1.0,338,0.05970753367223658,ok
volcanoes-a4,1.0,342,0.6090137328339575,ok
no2,1.0,345,0.32140758154569493,ok
space_ga,1.0,347,0.1251789549033644,ok
led-display-domain-7digit,1.0,352,0.22896929824561407,ok
pc1,1.0,356,0.144022891055532,ok
fri_c0_500_5,1.0,358,0.073607427055703,ok
ova_breast,1.0,364,0.02820688083845979,ok
mozilla4,1.0,367,0.057752752285568865,ok
churn,1.0,370,0.09994486131421865,ok
rl,1.0,375,0.17550484692926682,ok
volcanoes-a3,1.0,377,0.5921428571428572,ok
profb,1.0,379,0.2641435306443164,ok
bank32nh,1.0,384,0.19108836369110338,ok
cylinder-bands,1.0,388,0.16560846560846554,ok
madelon,1.0,393,0.10259475614726266,ok
musk,1.0,395,0.0,ok
monks-problems-3,1.0,399,0.004716981132075526,ok
gtsrb-hog02,1.0,403,0.0036828749661744764,ok
boston_corrected,1.0,407,0.08390485918575807,ok
skin-segmentation,1.0,412,0.0002690684935435783,ok
balance-scale,1.0,414,0.0,ok
traffic_violations,1.0,419,0.14570569191558702,ok
wilt,1.0,421,0.04880593092794183,ok
magictelescope,1.0,425,0.12872306147306456,ok
pc3,1.0,428,0.18599435122113306,ok
japanesevowels,1.0,434,0.007347987818080326,ok
volcanoes-b1,1.0,435,0.6702470997649754,ok
fri_c1_1000_50,1.0,440,0.06399204244031831,ok
splice,1.0,444,0.03519156774858112,ok
optdigits,1.0,445,0.006898860431585718,ok
gtsrb-huehist,1.0,448,0.17281192697718872,ok
amazon-commerce-reviews,1.0,452,0.15232567432567434,ok
ringnorm,1.0,454,0.023336508277212786,ok
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,460,0.3142848938217009,ok
water-treatment,1.0,461,0.0,ok
breast-w,1.0,467,0.030797101449275388,ok
yeast,1.0,469,0.4624563036129744,ok
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,473,0.22395078036383476,ok
fri_c2_500_50,1.0,476,0.046240601503759304,ok
micro-mass,1.0,480,0.0688694638694638,ok
indian_pines,1.0,485,0.06809369628097439,ok
miceprotein,1.0,486,0.0,ok
diabetes,1.0,489,0.23524844720496896,ok
collins,1.0,494,0.7383052372464137,ok
internet-advertisements,1.0,499,0.05529848302957552,ok
ova_endometrium,1.0,500,0.2015848670756646,ok
phishingwebsites,1.0,506,0.024655738306104125,ok
walking-activity,1.0,508,0.3502616947230912,ok
baseball,1.0,513,0.21710317460317474,ok
page-blocks,1.0,514,0.06872749681436985,ok
houses,1.0,518,0.014888003691085783,ok
waveform-5000,1.0,521,0.12538324076952634,ok
electricity,1.0,524,0.048223148197921284,ok
gtsrb-hog01,1.0,529,0.006539945570489758,ok
puma32h,1.0,532,0.08290275761973875,ok
bioresponse,1.0,536,0.21245605620589147,ok
cjs,1.0,538,0.0021739130434782483,ok
spoken-arabic-digit,1.0,543,0.7427910860239428,ok
fri_c4_500_100,1.0,546,0.08922235363690123,ok
ova_kidney,1.0,549,0.01312332209973155,ok
ldpa,1.0,553,0.012296136894902499,ok
synthetic_control,1.0,555,0.01280244303500122,ok
pm10,1.0,560,0.3680453341183396,ok
ailerons,1.0,563,0.11314755376908536,ok
sensory,1.0,567,0.29166666666666674,ok
usps,1.0,571,0.028500020786577096,ok
kdd_internet_usage,1.0,573,0.12425897115198847,ok
kin8nm,1.0,578,0.08507835912444572,ok
dna,1.0,579,0.03591082203249496,ok
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,585,0.3280686892472038,ok
volcanoes-d4,1.0,586,0.6129977423609093,ok
fri_c0_1000_5,1.0,590,0.06341911764705888,ok
gesturephasesegmentationprocessed,1.0,594,0.3420059330064098,ok
ova_ovary,1.0,598,0.06628418849678863,ok
qsar-biodeg,1.0,601,0.1337565593923158,ok
mv,1.0,605,0.000187687687687621,ok
wall-robot-navigation,1.0,608,0.0007062372318692445,ok
eucalyptus,1.0,612,0.31627925746569807,ok
pendigits,1.0,615,0.0022031319960366114,ok
har,1.0,617,0.004569669581435343,ok
soybean,1.0,621,0.019724988146040734,ok
puma8nh,1.0,625,0.16208341454974717,ok
kr-vs-k,1.0,629,0.08785043062932907,ok
ilpd,1.0,630,0.27243111171440204,ok
pc2,1.0,634,0.20600357726106222,ok
eating,1.0,640,0.2829086031298169,ok
eeg-eye-state,1.0,643,0.019845559156376535,ok
artificial-characters,1.0,647,0.09627924935929022,ok
climate-model-simulation-crashes,1.0,650,0.0457317073170731,ok
volcanoes-d1,1.0,652,0.6733972083836718,ok
cpu_act,1.0,657,0.07139897376319104,ok
wind,1.0,659,0.12518590637984695,ok
fri_c3_500_10,1.0,666,0.09081542537533127,ok
socmob,1.0,668,0.07847851793456839,ok
oil_spill,1.0,673,0.13942307692307687,ok
mushroom,1.0,674,0.0,ok
jm1,1.0,679,0.31262236129655874,ok
analcatdata_authorship,1.0,680,0.0,ok
vowel,1.0,683,0.00293255131964798,ok
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,687,0.22425230088876758,ok
spambase,1.0,690,0.043282437171244914,ok
mofn-3-7-10,1.0,694,0.0,ok
colleges_aaup,1.0,701,0.0035714285714285587,ok
tic-tac-toe,1.0,702,0.0,ok
texture,1.0,707,0.0,ok
