@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC

@DATA
spoken-arabic-digit,1.0,1e-05,1e-05,0.00551,3e-05,1e-05,0.10658,0.09435,1e-05,0.00868,2e-05,0.00359,1e-05,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,5e-05,3e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00046,0.0,0.0,0.00013,0.00026,7e-05,0.0004,6e-05,7e-05,9e-05,0.00018,0.00047,7e-05,9e-05,0.0001,0.00021,0.06588
steel-plates-fault,1.0,1e-05,1e-05,8e-05,1e-05,1e-05,0.00148,0.00114,1e-05,0.00025,2e-05,0.00012,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00019,2e-05,1e-05,5e-05,0.00011,0.00058,0.0,0.0,0.00016,0.00033,7e-05,0.00039,6e-05,8e-05,9e-05,0.00016,0.00039,6e-05,7e-05,9e-05,0.00017,0.00077
stock,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00038,0.00031,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00012,1e-05,0.0,5e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00028,4e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00024
strikes,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00026,0.00021,1e-05,5e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.00029,5e-05,5e-05,6e-05,0.00012,0.00019
svhn,1.0,1e-05,1e-05,0.00153,1e-05,1e-05,0.64173,0.23922,0.0001,0.18444,0.00011,0.21828,0.0,0.00011,0.00011,0.00022,0.00023,0.00021,1e-05,0.00022,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00035,0.0,0.0,9e-05,0.0002,5e-05,0.00081,0.00016,0.00016,0.00018,0.00031,0.00081,0.00017,0.00017,0.00018,0.00029,0.01734
synthetic_control,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00047,0.00031,1e-05,0.00013,1e-05,6e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,2e-05,1e-05,3e-05,8e-05,0.00038,0.0,0.0,0.00011,0.0002,6e-05,0.00039,6e-05,7e-05,9e-05,0.00016,0.00039,7e-05,7e-05,9e-05,0.00017,0.00025
tamilnadu-electricity,1.0,1e-05,0.0,0.00078,1e-05,0.0,0.0118,0.01113,1e-05,0.0006,1e-05,8e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,1e-05,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00015,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00013,0.00748
texture,1.0,1e-05,1e-05,0.00018,1e-05,1e-05,0.00362,0.00284,1e-05,0.00049,2e-05,0.00033,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00018,2e-05,1e-05,5e-05,0.00011,0.0005,0.0,1e-05,0.00015,0.00027,7e-05,0.00028,5e-05,5e-05,7e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00171
tic-tac-toe,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.0008,0.00066,1e-05,0.00013,2e-05,5e-05,1e-05,3e-05,3e-05,7e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00019,2e-05,1e-05,5e-05,0.00011,0.00031,1e-05,1e-05,8e-05,0.00016,6e-05,0.00041,7e-05,7e-05,9e-05,0.00018,0.00044,7e-05,8e-05,0.0001,0.00019,0.00057
titanic,1.0,1e-05,1e-05,8e-05,1e-05,1e-05,0.00123,0.0011,1e-05,0.00013,1e-05,4e-05,1e-05,4e-05,2e-05,6e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00017,2e-05,1e-05,5e-05,0.0001,0.00051,0.0,0.0,0.00016,0.00027,7e-05,0.00038,7e-05,7e-05,8e-05,0.00016,0.00042,7e-05,7e-05,0.0001,0.00018,0.00093
tokyo1,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00079,0.00057,1e-05,0.00017,2e-05,8e-05,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00017,2e-05,1e-05,5e-05,0.0001,0.00025,1e-05,1e-05,6e-05,0.00012,5e-05,0.0004,6e-05,7e-05,0.0001,0.00016,0.0004,7e-05,7e-05,9e-05,0.00017,0.00042
traffic_violations,1.0,1e-05,0.0,0.00066,1e-05,1e-05,0.02152,0.01868,1e-05,0.00185,1e-05,0.00101,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,3e-05,6e-05,0.00018,1e-05,1e-05,4e-05,9e-05,4e-05,0.0004,8e-05,7e-05,7e-05,0.00018,0.00037,6e-05,7e-05,8e-05,0.00016,0.01207
twonorm,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00234,0.00199,1e-05,0.00025,1e-05,0.00012,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,6e-05,0.00035,0.0,0.0,0.0001,0.00019,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,6e-05,5e-05,6e-05,0.00012,0.00147
umist_faces_cropped,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.01519,0.0044,0.00033,0.00719,0.00033,0.00426,0.0,0.00037,0.00032,0.00065,0.00066,0.00067,1e-05,0.00068,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00034,0.0,0.0,9e-05,0.00019,5e-05,0.00179,0.0004,0.0004,0.00044,0.00055,0.00183,0.0004,0.00042,0.00044,0.00057,0.00023
usps,1.0,1e-05,1e-05,0.00017,1e-05,1e-05,0.00744,0.00426,1e-05,0.00164,2e-05,0.00157,0.0,2e-05,2e-05,5e-05,6e-05,3e-05,1e-05,4e-05,1e-05,0.00011,2e-05,0.0,3e-05,7e-05,0.00038,0.0,0.0,0.0001,0.00022,5e-05,0.00035,7e-05,6e-05,8e-05,0.00014,0.00036,6e-05,7e-05,8e-05,0.00015,0.00163
visualizing_soil,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00251,0.00227,1e-05,0.0002,1e-05,5e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00014,0.0,1e-05,4e-05,7e-05,3e-05,0.00027,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00151
volcanoes-a2,1.0,1e-05,1e-05,7e-05,1e-05,1e-05,0.00107,0.00093,1e-05,0.00013,2e-05,4e-05,1e-05,3e-05,3e-05,7e-05,8e-05,3e-05,1e-05,4e-05,2e-05,0.00025,5e-05,1e-05,6e-05,0.00013,0.00065,0.0,1e-05,0.00018,0.00037,8e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00042,7e-05,7e-05,9e-05,0.00018,0.00074
volcanoes-a3,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00049,0.00043,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,6e-05,0.00031,0.0,0.0,9e-05,0.00016,6e-05,0.00028,4e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00012,0.0004
volcanoes-a4,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00053,0.00045,1e-05,8e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.0003,5e-05,7e-05,6e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00012,0.00033
volcanoes-b1,1.0,1e-05,0.0,0.0001,1e-05,0.0,0.0028,0.00258,1e-05,0.0002,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,3e-05,3e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00027,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00013,0.00172
volcanoes-b2,1.0,1e-05,0.0,9e-05,1e-05,0.0,0.00288,0.00266,1e-05,0.00019,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00016,4e-05,0.00027,5e-05,5e-05,6e-05,0.00012,0.00035,5e-05,6e-05,9e-05,0.00015,0.00178
volcanoes-b5,1.0,1e-05,0.0,0.0001,1e-05,0.0,0.00261,0.00242,1e-05,0.00017,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.0003,4e-05,7e-05,7e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00012,0.00166
volcanoes-b6,1.0,1e-05,1e-05,0.00013,1e-05,1e-05,0.00413,0.00382,1e-05,0.00027,1e-05,7e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00045,0.0,0.0,0.00014,0.00024,6e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00039,6e-05,7e-05,9e-05,0.00017,0.00268
volcanoes-d1,1.0,1e-05,1e-05,0.00016,1e-05,1e-05,0.00453,0.00414,1e-05,0.00034,2e-05,7e-05,1e-05,3e-05,3e-05,6e-05,9e-05,4e-05,2e-05,5e-05,1e-05,0.0002,2e-05,1e-05,5e-05,0.00012,0.00058,0.0,1e-05,0.00018,0.00032,8e-05,0.0004,7e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00018,0.00304
volcanoes-d4,1.0,1e-05,1e-05,0.00012,1e-05,1e-05,0.00353,0.00327,1e-05,0.00023,1e-05,5e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00044,0.0,0.0,0.00013,0.00024,6e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.0004,6e-05,7e-05,9e-05,0.00018,0.00227
volcanoes-e1,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.0004,0.00034,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.0003,5e-05,5e-05,7e-05,0.00013,0.00031
vowel,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00038,0.0003,1e-05,7e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,1e-05,3e-05,6e-05,0.00018,0.0,1e-05,4e-05,9e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00026
walking-activity,1.0,1e-05,1e-05,0.00346,1e-05,1e-05,0.05637,0.05259,1e-05,0.0032,1e-05,0.00061,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00051,0.0,0.0,0.00014,0.00029,7e-05,0.00038,6e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00018,0.04232
wall-robot-navigation,1.0,1e-05,0.0,8e-05,1e-05,1e-05,0.00174,0.00143,1e-05,0.0002,1e-05,0.00014,2e-05,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00017,4e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.00029,5e-05,5e-05,7e-05,0.00012,0.00094
water-treatment,1.0,1e-05,1e-05,3e-05,1e-05,1e-05,0.0003,0.0002,1e-05,8e-05,1e-05,3e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00017,1e-05,1e-05,4e-05,8e-05,3e-05,0.00037,7e-05,7e-05,9e-05,0.00015,0.00038,6e-05,7e-05,9e-05,0.00016,0.00018
waveform-5000,1.0,1e-05,0.0,7e-05,1e-05,1e-05,0.00183,0.00142,1e-05,0.00025,1e-05,0.00017,0.0,2e-05,1e-05,3e-05,4e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,6e-05,7e-05,0.00013,0.00087
wdbc,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00028,0.00019,1e-05,7e-05,1e-05,3e-05,0.0,2e-05,1e-05,5e-05,5e-05,2e-05,0.0,6e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00035,6e-05,6e-05,8e-05,0.00015,0.00036,6e-05,6e-05,8e-05,0.00016,0.00017
wilt,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00222,0.00197,1e-05,0.00022,1e-05,6e-05,1e-05,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00047,0.0,1e-05,0.00014,0.00026,6e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.0004,6e-05,7e-05,9e-05,0.00017,0.00137
wind,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.00205,0.00177,1e-05,0.00022,1e-05,8e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00029,0.0,0.0,0.0001,0.00015,4e-05,0.00027,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,7e-05,0.00012,0.00129
wine-quality-red,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00058,0.00048,1e-05,8e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00029,5e-05,6e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00013,0.00034
wine-quality-white,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00213,0.00186,1e-05,0.00022,1e-05,8e-05,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00014,1e-05,1e-05,4e-05,8e-05,0.0004,0.0,0.0,0.00013,0.00021,5e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00039,6e-05,7e-05,9e-05,0.00017,0.00119
xd6,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00036,0.00029,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,3e-05,5e-05,0.00014,1e-05,0.0,4e-05,7e-05,3e-05,0.00027,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00024
yeast,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00094,0.00078,1e-05,0.00015,1e-05,5e-05,1e-05,3e-05,2e-05,6e-05,8e-05,3e-05,1e-05,3e-05,1e-05,0.00018,2e-05,1e-05,5e-05,0.00011,0.00053,0.0,0.0,0.00016,0.00029,7e-05,0.00037,6e-05,7e-05,8e-05,0.00016,0.00039,6e-05,7e-05,9e-05,0.00017,0.00062
