@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC

@DATA
75198,1.0,3e-05,1e-05,0.0007,6e-05,4e-05,0.32262,0.06758,0.00237,0.25513,0.00267,0.00496,1e-05,0.00204,0.00218,0.0046,0.00513,0.00575,1e-05,0.00569,2e-05,0.00046,4e-05,3e-05,0.00012,0.00028,0.00182,1e-05,1e-05,0.00042,0.00107,0.00031,0.0051,0.00121,0.00117,0.00123,0.00149,0.0052,0.00117,0.00126,0.0013,0.00147,0.00637
75201,1.0,2e-05,1e-05,0.0002,4e-05,3e-05,0.28124,0.07506,0.00118,0.20675,0.00126,0.00188,1e-05,0.00076,0.00068,0.0019,0.00254,0.00141,1e-05,0.00152,2e-05,0.00017,2e-05,1e-05,4e-05,0.0001,0.00057,0.0,0.0,0.00013,0.00034,9e-05,0.00531,0.0014,0.00123,0.00122,0.00146,0.00347,0.00077,0.00078,0.00081,0.00111,0.00096
75202,1.0,1e-05,1e-05,0.00013,2e-05,1e-05,0.07809,0.02217,0.00026,0.05583,0.00031,0.00067,1e-05,0.00026,0.00026,0.00053,0.00055,0.00046,1e-05,0.00051,1e-05,0.0002,4e-05,1e-05,5e-05,0.00011,0.00053,0.0,0.0,0.00014,0.0003,7e-05,0.00162,0.00032,0.00033,0.00036,0.00062,0.00134,0.00027,0.00029,0.00032,0.00045,0.00066
75203,1.0,2e-05,1e-05,0.00015,4e-05,3e-05,0.12887,0.02652,0.001,0.10323,0.00104,0.00117,1e-05,0.00061,0.00062,0.00135,0.00141,0.00138,1e-05,0.00128,2e-05,0.00014,2e-05,1e-05,3e-05,9e-05,0.00045,0.0,0.0,0.00012,0.00025,8e-05,0.00332,0.00077,0.00075,0.00087,0.00093,0.00631,0.00163,0.00138,0.00161,0.00168,0.0014
75205,1.0,1e-05,1e-05,0.00032,2e-05,1e-05,0.32457,0.15768,0.00056,0.16671,0.00061,0.00134,1e-05,0.00063,0.00062,0.00126,0.00124,0.00111,1e-05,0.00122,1e-05,0.00017,2e-05,1e-05,3e-05,0.00011,0.00047,0.0,0.0,0.00012,0.00026,8e-05,0.00344,0.00082,0.0008,0.00083,0.00098,0.0025,0.00058,0.00062,0.00059,0.00071,0.00275
75207,1.0,1e-05,1e-05,7e-05,4e-05,3e-05,0.03195,0.00556,0.00029,0.02653,0.00029,0.00045,1e-05,0.00016,0.00016,0.00038,0.00053,0.00039,1e-05,0.00047,3e-05,0.00029,2e-05,1e-05,7e-05,0.00018,0.00052,0.0,0.0,0.00014,0.00027,0.0001,0.00129,0.00024,0.00036,0.00027,0.00042,0.00111,0.00023,0.00024,0.00026,0.00038,0.0004
75210,1.0,1e-05,1e-05,0.00024,1e-05,1e-05,0.00559,0.00528,1e-05,0.00027,1e-05,7e-05,1e-05,2e-05,2e-05,5e-05,0.00011,3e-05,1e-05,4e-05,1e-05,0.00029,4e-05,1e-05,7e-05,0.00016,0.00035,1e-05,1e-05,8e-05,0.00017,7e-05,0.00104,0.00017,0.00018,0.00023,0.00046,0.00105,0.00017,0.00018,0.00023,0.00047,0.0037
75212,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00098,0.00059,1e-05,0.00034,1e-05,9e-05,1e-05,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00024,1e-05,1e-05,6e-05,0.00012,5e-05,0.00165,0.0001,0.00127,9e-05,0.00019,0.0203,7e-05,8e-05,0.00012,0.02004,0.00053
75213,1.0,1e-05,1e-05,0.0001,3e-05,2e-05,0.00088,0.0008,1e-05,8e-05,1e-05,3e-05,1e-05,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,4e-05,1e-05,0.00013,2e-05,1e-05,3e-05,7e-05,0.0002,1e-05,1e-05,6e-05,0.0001,4e-05,0.00048,0.0001,8e-05,0.0001,0.00021,0.00045,7e-05,9e-05,8e-05,0.00021,0.00041
75215,1.0,1e-05,1e-05,0.0002,1e-05,1e-05,0.00481,0.00398,1e-05,0.00055,1e-05,0.00032,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00016,2e-05,1e-05,3e-05,9e-05,0.00022,1e-05,1e-05,6e-05,0.0001,5e-05,0.00034,5e-05,6e-05,7e-05,0.00015,0.00041,8e-05,9e-05,8e-05,0.00017,0.00234
75217,1.0,1e-05,1e-05,0.0002,2e-05,1e-05,0.0017,0.00134,2e-05,0.00025,2e-05,0.00015,1e-05,3e-05,3e-05,9e-05,9e-05,3e-05,1e-05,4e-05,1e-05,0.00024,4e-05,1e-05,5e-05,0.00013,0.00065,0.0,0.0,0.00018,0.00038,9e-05,0.00041,6e-05,7e-05,9e-05,0.00019,0.00041,6e-05,7e-05,9e-05,0.00019,0.00115
75219,1.0,1e-05,1e-05,0.00028,1e-05,1e-05,0.00723,0.00641,1e-05,0.00062,1e-05,0.00023,1e-05,2e-05,2e-05,6e-05,8e-05,4e-05,3e-05,4e-05,2e-05,0.00017,3e-05,1e-05,4e-05,0.0001,0.00054,0.0,0.0,0.00013,0.00028,0.00011,0.00091,0.00013,0.00015,0.00019,0.00044,0.00088,0.00012,0.00014,0.00021,0.0004,0.00436
75221,1.0,1e-05,1e-05,0.00022,1e-05,1e-05,0.00318,0.00239,1e-05,0.00051,3e-05,0.00033,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,2e-05,1e-05,3e-05,7e-05,0.00042,0.0,0.0,0.00011,0.00026,5e-05,0.00037,5e-05,6e-05,8e-05,0.00017,0.00037,5e-05,6e-05,8e-05,0.00017,0.00139
75222,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00053,0.00041,1e-05,8e-05,1e-05,5e-05,0.0,2e-05,5e-05,4e-05,5e-05,3e-05,0.0,3e-05,1e-05,0.00011,2e-05,1e-05,3e-05,6e-05,0.00015,0.0,0.0,4e-05,7e-05,3e-05,0.00035,5e-05,6e-05,8e-05,0.00016,0.00042,6e-05,7e-05,9e-05,0.00019,0.00033
75223,1.0,2e-05,1e-05,0.00127,5e-05,4e-05,0.01196,0.01116,2e-05,0.0007,4e-05,0.00018,1e-05,2e-05,2e-05,7e-05,7e-05,3e-05,1e-05,5e-05,3e-05,0.00016,2e-05,1e-05,4e-05,0.0001,0.00023,1e-05,1e-05,5e-05,0.00012,4e-05,0.00186,0.00151,7e-05,9e-05,0.00019,0.00043,6e-05,7e-05,9e-05,0.0002,0.00641
75225,1.0,1e-05,0.0,6e-05,1e-05,1e-05,0.0015,0.00101,1e-05,0.0003,1e-05,0.00022,0.0,2e-05,4e-05,4e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00012,1e-05,1e-05,3e-05,8e-05,0.00035,0.0,0.0,0.0001,0.0002,5e-05,0.00068,0.0001,0.00011,0.00017,0.00029,0.00064,0.0001,0.00014,0.00014,0.00027,0.00056
75226,1.0,2e-05,1e-05,0.00028,2e-05,1e-05,0.00713,0.00619,2e-05,0.00068,2e-05,0.0003,1e-05,3e-05,3e-05,8e-05,0.00011,4e-05,1e-05,6e-05,3e-05,0.00031,3e-05,2e-05,6e-05,0.0002,0.00079,1e-05,1e-05,0.00023,0.00044,0.0001,0.00067,0.00011,0.00012,0.00015,0.0003,0.00083,0.00015,0.00015,0.00017,0.00036,0.00459
75227,1.0,2e-05,1e-05,0.00015,2e-05,1e-05,0.00348,0.00318,2e-05,0.00027,2e-05,7e-05,1e-05,4e-05,4e-05,8e-05,0.0001,3e-05,1e-05,4e-05,1e-05,0.00023,3e-05,1e-05,6e-05,0.00013,0.0007,0.0,1e-05,0.00024,0.00036,8e-05,0.00073,0.00012,0.00011,0.00015,0.00035,0.00077,0.00013,0.00012,0.00019,0.00033,0.00191
75230,1.0,1e-05,0.0,9e-05,1e-05,1e-05,0.00087,0.0006,1e-05,0.00018,1e-05,0.00011,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,8e-05,0.00038,0.0,1e-05,0.0001,0.00021,5e-05,0.00037,5e-05,6e-05,8e-05,0.00018,0.00033,5e-05,6e-05,7e-05,0.00015,0.00048
75231,1.0,2e-05,1e-05,0.00028,5e-05,4e-05,0.00281,0.00186,4e-05,0.00071,5e-05,0.00034,1e-05,7e-05,7e-05,0.00017,0.00014,8e-05,2e-05,8e-05,3e-05,0.00051,4e-05,2e-05,0.00018,0.00027,0.00088,1e-05,1e-05,0.00026,0.0005,0.00011,0.00088,0.0002,0.00016,0.00017,0.00034,0.00092,0.00015,0.00018,0.0002,0.0004,0.00111
75232,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00061,0.00044,1e-05,0.00013,1e-05,7e-05,0.0,2e-05,2e-05,4e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,4e-05,8e-05,0.0004,0.0,0.0,0.00011,0.00022,5e-05,0.0004,5e-05,6e-05,8e-05,0.00021,0.00036,5e-05,6e-05,8e-05,0.00016,0.00029
75233,1.0,1e-05,1e-05,0.00012,1e-05,0.0,0.00257,0.00222,1e-05,0.00024,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,5e-05,3e-05,1e-05,2e-05,1e-05,9e-05,1e-05,0.0,2e-05,5e-05,0.0003,0.0,0.0,8e-05,0.00017,4e-05,0.00076,0.00012,0.00013,0.00014,0.00037,0.00058,0.00012,8e-05,0.00013,0.00025,0.00119
75234,1.0,1e-05,1e-05,0.00015,1e-05,1e-05,0.0058,0.00534,1e-05,0.00033,1e-05,0.00016,0.0,2e-05,2e-05,7e-05,0.00204,3e-05,1e-05,5e-05,1e-05,0.00024,3e-05,2e-05,0.0001,9e-05,0.00043,0.0,0.0,0.00012,0.00024,6e-05,0.00156,6e-05,7e-05,0.00121,0.00021,0.00054,6e-05,7e-05,9e-05,0.00032,0.00501
75235,1.0,1e-05,1e-05,0.0003,2e-05,1e-05,0.00461,0.00385,2e-05,0.00055,2e-05,0.00026,1e-05,3e-05,3e-05,0.0001,0.00011,3e-05,1e-05,5e-05,2e-05,0.00026,3e-05,1e-05,8e-05,0.00014,0.00075,1e-05,1e-05,0.0002,0.00043,0.00011,0.00127,0.00017,0.0002,0.00029,0.00061,0.0008,0.00015,0.00012,0.00016,0.00038,0.00242
75236,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00218,0.00118,2e-05,0.00065,3e-05,0.00041,1e-05,3e-05,3e-05,9e-05,9e-05,4e-05,1e-05,7e-05,1e-05,0.00016,2e-05,1e-05,4e-05,0.0001,0.0006,1e-05,1e-05,0.00021,0.00032,6e-05,0.00043,7e-05,7e-05,9e-05,0.00019,0.00062,7e-05,8e-05,0.0001,0.00037,0.00048
75237,1.0,2e-05,1e-05,0.00785,2e-05,1e-05,0.31031,0.27854,2e-05,0.01161,3e-05,0.02022,1e-05,4e-05,3e-05,9e-05,0.00024,6e-05,2e-05,9e-05,2e-05,0.00062,7e-05,3e-05,0.00017,0.00035,0.0008,1e-05,1e-05,0.00028,0.00043,8e-05,0.00043,8e-05,7e-05,9e-05,0.0002,0.00044,6e-05,8e-05,9e-05,0.00021,0.14028
75239,1.0,1e-05,1e-05,7e-05,1e-05,1e-05,0.00105,0.00084,1e-05,0.00015,1e-05,8e-05,1e-05,2e-05,5e-05,4e-05,8e-05,2e-05,1e-05,3e-05,1e-05,0.00016,2e-05,1e-05,5e-05,9e-05,0.00049,0.0,0.0,0.00012,0.00026,0.00011,0.00046,0.00013,8e-05,8e-05,0.00018,0.00044,6e-05,9e-05,0.00011,0.00018,0.00065
75240,1.0,2e-05,1e-05,0.00036,5e-05,4e-05,0.00845,0.00644,6e-05,0.00122,4e-05,0.00091,1e-05,4e-05,4e-05,9e-05,0.00013,5e-05,2e-05,9e-05,5e-05,0.00031,3e-05,1e-05,7e-05,0.0002,0.00073,3e-05,2e-05,0.00019,0.0003,0.00018,0.00055,9e-05,9e-05,0.00011,0.00025,0.0005,7e-05,8e-05,0.00015,0.0002,0.00365
75243,1.0,1e-05,1e-05,0.00029,1e-05,1e-05,0.00461,0.00415,1e-05,0.00035,1e-05,0.00015,0.0,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,4e-05,1e-05,0.00018,2e-05,1e-05,4e-05,0.00011,0.00022,1e-05,1e-05,5e-05,0.00011,5e-05,0.0004,6e-05,6e-05,8e-05,0.0002,0.00039,6e-05,6e-05,8e-05,0.00019,0.00265
75244,1.0,3e-05,2e-05,0.0004,3e-05,2e-05,0.0173,0.01298,4e-05,0.00267,4e-05,0.00174,1e-05,7e-05,9e-05,0.00024,0.00027,8e-05,2e-05,0.00013,3e-05,0.00045,7e-05,2e-05,0.00011,0.00025,0.00077,6e-05,2e-05,0.00021,0.00034,0.00013,0.00077,0.00014,0.00013,0.00026,0.00023,0.00044,7e-05,8e-05,0.0001,0.00019,0.00649
75248,1.0,1e-05,1e-05,0.00017,1e-05,1e-05,0.00416,0.00305,1e-05,0.0006,2e-05,0.00054,1e-05,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,4e-05,1e-05,0.00017,2e-05,1e-05,4e-05,0.0001,0.00029,5e-05,1e-05,6e-05,0.00012,6e-05,0.00081,0.00011,0.00015,0.00016,0.00038,0.0005,7e-05,8e-05,0.00012,0.00024,0.00184
75249,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00192,0.00153,1e-05,0.00025,1e-05,0.00017,1e-05,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,5e-05,3e-05,0.00014,2e-05,1e-05,3e-05,8e-05,0.00029,1e-05,3e-05,6e-05,0.00012,7e-05,0.00041,6e-05,8e-05,0.0001,0.00017,0.00043,6e-05,7e-05,9e-05,0.00019,0.00092
75250,1.0,1e-05,1e-05,0.00375,1e-05,1e-05,0.04994,0.047,1e-05,0.00247,1e-05,0.00049,1e-05,2e-05,2e-05,6e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00022,4e-05,1e-05,4e-05,0.00012,0.00041,0.0,1e-05,0.00011,0.00023,6e-05,0.00076,0.00012,0.00012,0.00019,0.00032,0.00086,0.00012,0.00013,0.00018,0.00043,0.04178
