@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE balanced_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
gametes_heterogeneity_20atts_1600_het_0.4_0.2_75_edm-2_001,1.0,167,0.263026404583112,ok
dresses-sales,1.0,168,0.3982773982773983,ok
tokyo1,1.0,174,0.07452187742119643,ok
parity5_plus_5,1.0,176,0.0,ok
delta_ailerons,1.0,178,0.06013099219620954,ok
gametes_heterogeneity_20atts_1600_het_0.4_0.2_50_edm-2_001,1.0,180,0.2882823380762991,ok
mammography,1.0,182,0.0645452024403772,ok
first-order-theorem-proving,1.0,185,0.4963289871477006,ok
pol,1.0,187,0.013996706657257052,ok
one-hundred-plants-margin,1.0,192,0.15675817946226123,ok
volcanoes-a2,1.0,195,0.5618923065238854,ok
kdd_el_nino-small,1.0,199,0.0555267254800208,ok
kc2,1.0,201,0.2222222222222222,ok
fri_c3_1000_10,1.0,204,0.07222776116096163,ok
house_16h,1.0,207,0.13285840444673225,ok
ozone-level-8hr,1.0,209,0.1197123519458545,ok
analcatdata_supreme,1.0,212,0.014574890239783755,ok
meta,1.0,215,0.151503164556962,ok
kdd98,1.0,218,0.40848511740797067,ok
cmc,1.0,224,0.46487817924653285,ok
delta_elevators,1.0,225,0.11797077922077914,ok
kropt,1.0,226,0.11693203471538793,ok
mnist_784,1.0,229,0.01667850341650501,ok
arsenic-male-bladder,1.0,231,0.16666666666666674,ok
letter,1.0,234,0.0302953166025568,ok
mc1,1.0,236,0.1471885901908475,ok
ova_prostate,1.0,238,0.022727272727272707,ok
volcanoes-b2,1.0,241,0.6049296764663846,ok
hypothyroid,1.0,245,0.25043630017452,ok
autouniv-au7-700,1.0,247,0.48565916634574835,ok
ova_lung,1.0,250,0.08536585365853666,ok
pokerhand,1.0,251,0.22544445934950208,ok
quake,1.0,254,0.45855345911949685,ok
stock,1.0,258,0.029126808928133352,ok
fri_c2_1000_25,1.0,262,0.07098195788918593,ok
fried,1.0,263,0.0662168193546927,ok
volcanoes-a4,1.0,268,0.6132833957553059,ok
no2,1.0,269,0.33330884513664416,ok
space_ga,1.0,271,0.16904194398330774,ok
led-display-domain-7digit,1.0,273,0.22896929824561407,ok
pc1,1.0,276,0.2960470538363713,ok
fri_c0_500_5,1.0,279,0.07802829354553498,ok
ova_breast,1.0,281,0.02820688083845979,ok
mozilla4,1.0,284,0.057752752285568865,ok
churn,1.0,287,0.10242010883897112,ok
rl,1.0,292,0.17550484692926682,ok
volcanoes-a3,1.0,294,0.5921428571428572,ok
profb,1.0,296,0.28837087480356205,ok
bank32nh,1.0,299,0.19108836369110338,ok
cylinder-bands,1.0,304,0.1706349206349207,ok
madelon,1.0,308,0.10259475614726266,ok
musk,1.0,312,0.0,ok
monks-problems-3,1.0,313,0.004716981132075526,ok
gtsrb-hog02,1.0,317,0.0036828749661744764,ok
boston_corrected,1.0,320,0.08390485918575807,ok
skin-segmentation,1.0,325,0.0002690684935435783,ok
balance-scale,1.0,327,0.0,ok
traffic_violations,1.0,330,0.1472719978114827,ok
wilt,1.0,331,0.05332898016388099,ok
pc3,1.0,335,0.25386276790164475,ok
japanesevowels,1.0,338,0.009014085443246445,ok
volcanoes-b1,1.0,340,0.6702470997649754,ok
fri_c1_1000_50,1.0,344,0.06399204244031831,ok
splice,1.0,347,0.03519156774858112,ok
optdigits,1.0,348,0.006898860431585718,ok
gtsrb-huehist,1.0,352,0.1745864093663777,ok
amazon-commerce-reviews,1.0,355,0.15232567432567434,ok
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,360,0.3142848938217009,ok
water-treatment,1.0,362,0.0,ok
breast-w,1.0,365,0.030797101449275388,ok
yeast,1.0,366,0.4624563036129744,ok
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,370,0.22395078036383476,ok
fri_c2_500_50,1.0,373,0.046240601503759304,ok
micro-mass,1.0,376,0.0688694638694638,ok
indian_pines,1.0,381,0.06809369628097439,ok
miceprotein,1.0,382,0.0,ok
diabetes,1.0,383,0.24378881987577639,ok
collins,1.0,386,0.7292812799100832,ok
internet-advertisements,1.0,389,0.06317072283458836,ok
ova_endometrium,1.0,390,0.2276073619631902,ok
phishingwebsites,1.0,395,0.025599134532519274,ok
walking-activity,1.0,397,0.3502616947230912,ok
baseball,1.0,400,0.33666666666666667,ok
page-blocks,1.0,401,0.21408838033614153,ok
houses,1.0,403,0.017584160887092803,ok
waveform-5000,1.0,406,0.13449124849457084,ok
electricity,1.0,408,0.07764569655991238,ok
gtsrb-hog01,1.0,413,0.006662141697162394,ok
puma32h,1.0,415,0.08992743105950651,ok
bioresponse,1.0,419,0.21690709478155923,ok
spoken-arabic-digit,1.0,420,0.7970523154072406,ok
fri_c4_500_100,1.0,423,0.09291839148432879,ok
ova_kidney,1.0,428,0.01312332209973155,ok
ldpa,1.0,431,0.012296136894902499,ok
synthetic_control,1.0,433,0.017852948085506193,ok
pm10,1.0,435,0.3680453341183396,ok
ailerons,1.0,439,0.11560038395776462,ok
sensory,1.0,442,0.29166666666666674,ok
usps,1.0,446,0.03774028890925063,ok
kdd_internet_usage,1.0,448,0.13346307404603364,ok
kin8nm,1.0,451,0.09398713657314106,ok
dna,1.0,454,0.03825997267061909,ok
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,458,0.3280686892472038,ok
volcanoes-d4,1.0,459,0.6129977423609093,ok
fri_c0_1000_5,1.0,463,0.06341911764705888,ok
gesturephasesegmentationprocessed,1.0,467,0.36654160992278695,ok
ova_ovary,1.0,469,0.07570181135887999,ok
qsar-biodeg,1.0,473,0.14434332685039086,ok
mv,1.0,476,0.0008423090734022143,ok
wall-robot-navigation,1.0,479,0.0007102272727272929,ok
eucalyptus,1.0,481,0.33320688727468384,ok
pendigits,1.0,482,0.0030775141819232577,ok
har,1.0,484,0.008407362493772275,ok
soybean,1.0,487,0.019724988146040734,ok
puma8nh,1.0,491,0.16208341454974717,ok
kr-vs-k,1.0,492,0.18024583928195836,ok
ilpd,1.0,494,0.31240667843084013,ok
pc2,1.0,498,0.20600357726106222,ok
eating,1.0,503,0.31278119214874756,ok
eeg-eye-state,1.0,505,0.024378593934489712,ok
artificial-characters,1.0,510,0.13556215966807916,ok
climate-model-simulation-crashes,1.0,513,0.0457317073170731,ok
volcanoes-d1,1.0,515,0.6799565878011722,ok
cpu_act,1.0,519,0.08113466937748082,ok
wind,1.0,523,0.12571359940305527,ok
fri_c3_500_10,1.0,527,0.09081542537533127,ok
socmob,1.0,528,0.07847851793456839,ok
oil_spill,1.0,533,0.13942307692307687,ok
mushroom,1.0,534,0.0,ok
jm1,1.0,538,0.33552593854698265,ok
analcatdata_authorship,1.0,540,0.0,ok
vowel,1.0,542,0.00293255131964798,ok
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,545,0.5,ok
spambase,1.0,548,0.04606041788427828,ok
colleges_aaup,1.0,549,0.0071428571428571175,ok
tic-tac-toe,1.0,554,0.0,ok
texture,1.0,556,0.017367496263747007,ok
